"","term","log2ratio21","top1","top2"
"697","suspenderlo",-8.78426406184938,2,6
"698","chicago",-8.39016539565403,2,6
"699","sensibilizar",-8.34113305655679,2,6
"700","requiere",-8.19485349940237,2,6
"701","solidario",12.1529400747546,2,7
"702","completar",11.3756695124137,2,7
"703","logró",10.3321815268648,2,7
"704","reportarvíctimas",9.86066945963504,2,7
"705","practica",9.55366954714629,2,7
"706","llegado",9.2760785356143,2,7
"707","losmuertes",9.27103585164413,2,7
"708","tarditti",8.93005817077618,2,7
"709","salariales",8.59629549110491,2,7
"710","enfermo",8.40721094637253,2,7
"711","xenófobos",-11.9199682324151,2,7
"712","interfederal",-11.0424509334697,2,7
"713","itálico",-10.8523637233372,2,7
"714","telen",-10.8027237572801,2,7
"715","sappa",-10.5817509879549,2,7
"716","patagonia",-10.0501144211024,2,7
"717","síncrona",-9.62322474521507,2,7
"718","chaqueño",-8.91879897893608,2,7
"719","nunca",-8.46378904512208,2,7
"720","desmintió",-8.32739412344993,2,7
"721","completar",11.8517280589439,2,8
"722","solidario",10.8613601376838,2,8
"723","logró",10.4085765650786,2,8
"724","tarditti",10.1534575233205,2,8
"725","reportarvíctimas",10.0178328132437,2,8
"726","practica",9.83463697332565,2,8
"727","llegado",9.49977036276187,2,8
"728","losmuertes",9.22287389650357,2,8
"729","instalarán",8.15837527105363,2,8
"730","llevamosdetenciones",7.90027617440535,2,8
"731","duplica",-11.7256593995815,2,8
"732","posee",-10.0022825565338,2,8
"733","incumplió",-8.19330219144492,2,8
"734","únicos",-7.80470900218153,2,8
"735","peleado",-7.37544291770977,2,8
"736","metieron",-7.35028998676455,2,8
"737","descartadocuatro",-7.33768363803524,2,8
"738","convierten",-7.1643389978501,2,8
"739","aviv",-7.14366702503965,2,8
"740","pensar",-7.10966574122583,2,8
"741","completar",11.1338899076777,2,9
"742","tarditti",10.6579019169154,2,9
"743","solidario",10.2517175615323,2,9
"744","losmuertes",10.1483339773182,2,9
"745","logró",10.0256501664775,2,9
"746","llegado",9.65177955799416,2,9
"747","mas",8.9970620939101,2,9
"748","enfermo",8.56675279056657,2,9
"749","cargarlos",7.89778071593568,2,9
"750","reportarvíctimas",7.84179361158693,2,9
"751","paz",-10.0278086734361,2,9
"752","rápida",-9.76275512646381,2,9
"753","prescripciones",-9.69097927939001,2,9
"754","distrito",-9.1123329897109,2,9
"755","pasados",-8.99658832836378,2,9
"756","dado",-8.94409150232836,2,9
"757","amenazare",-8.91021446937883,2,9
"758","resultó",-8.56689791255593,2,9
"759","suplentes",-8.34493697566195,2,9
"760","contemporáneos",-8.31075846379219,2,9
"761","solidario",11.9746556665316,2,10
"762","completar",10.7684705450694,2,10
"763","practica",9.63283524476241,2,10
"764","losmuertes",9.57233389707878,2,10
"765","tarditti",9.25633243976464,2,10
"766","logró",9.23446801726114,2,10
"767","reportarvíctimas",8.15740225140609,2,10
"768","regresen",8.0440834920888,2,10
"769","gripecita",7.91491048059402,2,10
"770","cuidados",7.79827111201054,2,10
"771","poemas",-10.8042038305891,2,10
"772","losmil",-10.4811664614367,2,10
"773","pasaban",-9.90408014732808,2,10
"774","hipotecarios",-9.62441581460028,2,10
"775","bola",-9.56790815726901,2,10
"776","deporte",-8.89801653715886,2,10
"777","gravísimo",-8.78182059334572,2,10
"778","renovó",-8.70638463690668,2,10
"779","desarrolla",-8.50241303709438,2,10
"780","cigarrillos",-8.37669271886477,2,10
"781","tarditti",10.3314535463735,2,11
"782","logró",10.3030649150379,2,11
"783","completar",10.1793820492414,2,11
"784","solidario",10.1651748531457,2,11
"785","losmuertes",10.0488475094989,2,11
"786","practica",9.53914794219844,2,11
"787","mas",8.77679239895539,2,11
"788","tomando",8.49570333333617,2,11
"789","salariales",8.47771549490371,2,11
"790","cuidados",8.32676058815907,2,11
"791","maría",-11.0775358796918,2,11
"792","quese",-10.2038614187358,2,11
"793","presentan",-9.48586133951036,2,11
"794","aislarlos",-9.24496055626993,2,11
"795","chileno",-8.7838880522639,2,11
"796","verdaderos",-8.72888189668332,2,11
"797","carreras",-8.39561574791249,2,11
"798","enfrentó",-8.38701888207319,2,11
"799","verificar",-8.24334795525631,2,11
"800","senado",-8.16762926177898,2,11
"801","completar",12.0735703869417,2,12
"802","solidario",11.1257236442237,2,12
"803","logró",10.8885281495147,2,12
"804","tarditti",10.4011120203905,2,12
"805","llegado",9.60067079375489,2,12
"806","losmuertes",9.35577598290438,2,12
"807","cuidados",8.8275279062135,2,12
"808","salariales",8.72802673845499,2,12
"809","practica",8.29350111322199,2,12
"810","mas",8.16152757524278,2,12
"811","ministra",-11.6286588874028,2,12
"812","decenas",-9.2428405651963,2,12
"813","urbanos",-9.00715411826917,2,12
"814","lleguen",-8.73168135033605,2,12
"815","ceo",-8.71654203455798,2,12
"816","administrar",-7.95225585425011,2,12
"817","teorías",-7.73824643992892,2,12
"818","aumentando",-7.56102725730115,2,12
"819","aislados",-7.55500398382484,2,12
"820","vera",-7.5428482749476,2,12
"821","solidario",11.8123099841913,2,13
"822","logró",10.4783179807674,2,13
"823","tarditti",10.4147723837386,2,13
"824","completar",10.1727223011149,2,13
"825","reportarvíctimas",9.29835529393378,2,13
"826","mas",9.15671659571324,2,13
"827","losmuertes",9.13967482250167,2,13
"828","practica",9.09847551370051,2,13
"829","cuidados",8.64484351098758,2,13
"830","tomando",8.45650538388747,2,13
"831","impediría",-11.0271589036346,2,13
"832","vieron",-10.1828840001235,2,13
"833","contribuyendo",-9.91375590619069,2,13
"834","secretaria",-9.13373276143432,2,13
"835","barreras",-9.10918767387822,2,13
"836","pagará",-8.91056709385604,2,13
"837","lasahoras",-8.7548967909938,2,13
"838","comunicadas",-8.4001397553983,2,13
"839","hipoxemia",-8.35174410695517,2,13
"840","inclumplir",-7.99530322622958,2,13
"841","completar",12.0151135465314,2,14
"842","logró",10.6843081569917,2,14
"843","practica",9.80772205778443,2,14
"844","solidario",9.68357758334662,2,14
"845","tarditti",9.52053835213664,2,14
"846","losmuertes",9.51484852139195,2,14
"847","tomando",8.76273922782761,2,14
"848","enfermo",8.47464597746851,2,14
"849","regresen",8.07497158874701,2,14
"850","metodología",7.97261373517118,2,14
"851","tuvieron",-10.3814590658409,2,14
"852","constitución",-9.78711259485535,2,14
"853","abrirá",-9.55070904810057,2,14
"854","avanzar",-9.1619179485465,2,14
"855","lowo",-9.05758114632372,2,14
"856","sol",-9.02573392674612,2,14
"857","detenidas",-8.63457826040423,2,14
"858","evaluación",-8.52407266881171,2,14
"859","trabaja",-8.10366720227555,2,14
"860","mayo",-8.03723902569643,2,14
"861","completar",11.1140247544005,2,15
"862","logró",10.4848932473488,2,15
"863","solidario",10.1357352749814,2,15
"864","llegado",10.0410458969197,2,15
"865","losmuertes",9.55257594313083,2,15
"866","cuidados",8.91850591790446,2,15
"867","mas",8.91067449033623,2,15
"868","tarditti",8.44487803999848,2,15
"869","tomando",7.99958361888286,2,15
"870","cargarlos",7.90388062843975,2,15
"871","papel",-11.1757981152705,2,15
"872","deyaños",-11.0336640396273,2,15
"873","apoyará",-9.98719554903735,2,15
"874","profesión",-9.10237435883086,2,15
"875","area",-8.84924752503991,2,15
"876","losaños",-8.46616884114324,2,15
"877","recomendó",-7.95441809405294,2,15
"878","campaña",-7.9411402539625,2,15
"879","trate",-7.83016549043681,2,15
"880","dinerario",-7.69210753471935,2,15
"881","solidario",11.4032834439244,2,16
"882","llegado",10.3492575205237,2,16
"883","logró",10.2529255420536,2,16
"884","reportarvíctimas",8.78300147478856,2,16
"885","completar",8.59588375698972,2,16
"886","cuidados",8.48040557765941,2,16
"887","enfermo",8.43718751004837,2,16
"888","mas",8.25814707101257,2,16
"889","salariales",8.11061470129812,2,16
"890","tarditti",8.09691637253612,2,16
"891","trasladará",-9.88503932197887,2,16
"892","requiera",-9.552554151898,2,16
"893","intensiva",-9.38063182349566,2,16
"894","muestras",-9.33562283155432,2,16
"895","sueldos",-8.76031055960626,2,16
"896","aluden",-8.5126933038283,2,16
"897","esclarecer",-8.40344114061669,2,16
"898","google",-8.13257036898892,2,16
"899","wei",-8.05617592271401,2,16
"900","pasados",-7.97666733897985,2,16
"901","completar",11.617589882396,2,17
"902","solidario",10.1570334353295,2,17
"903","reportarvíctimas",9.77280469784395,2,17
"904","logró",9.76035156798389,2,17
"905","tarditti",8.95774759254899,2,17
"906","tomando",8.89280331829291,2,17
"907","cuidados",8.82431246632864,2,17
"908","salariales",8.63216979996362,2,17
"909","mas",8.56583969698829,2,17
"910","llegado",8.40871219942104,2,17
"911","intensivas",-11.1451272205283,2,17
"912","ingreso",-9.66033532842735,2,17
"913","dicha",-8.8684355851089,2,17
"914","imitar",-8.8429942851315,2,17
"915","capitales",-8.730057829033,2,17
"916","jakavi",-8.25481127523904,2,17
"917","kits",-8.2092744460652,2,17
"918","hugo",-7.89025197951478,2,17
"919","analizando",-7.66144798762457,2,17
"920","quehué",-7.62188418279823,2,17
"921","completar",12.0787754397659,2,18
"922","solidario",11.27323278659,2,18
"923","tarditti",10.1053743035356,2,18
"924","losmuertes",9.57112794680783,2,18
"925","reportarvíctimas",9.07811146616297,2,18
"926","tomando",8.68684014883742,2,18
"927","pudieron",8.63117997376348,2,18
"928","salariales",8.52046875862856,2,18
"929","enfermo",8.00583008920893,2,18
"930","llegado",7.96849069725389,2,18
"931","grafk",-11.1882575557963,2,18
"932","bocina",-10.9065830357975,2,18
"933","crucenéstor",-10.8294032135612,2,18
"934","sustraído",-10.0186684132938,2,18
"935","carrito",-9.82774583976058,2,18
"936","grabado",-9.67365328090001,2,18
"937","quejó",-9.26017473106577,2,18
"938","multiplican",-9.25809128188868,2,18
"939","cursabadía",-9.08131764540806,2,18
"940","gráficos",-8.85792051762265,2,18
"941","completar",12.0141388508575,2,19
"942","logró",10.8932142763868,2,19
"943","reportarvíctimas",10.0822262820113,2,19
"944","solidario",9.81199488920437,2,19
"945","losmuertes",9.36570059763179,2,19
"946","llegado",9.30377081418896,2,19
"947","salariales",8.58213066345527,2,19
"948","enfermo",8.42449716290436,2,19
"949","cuidados",8.1788013964349,2,19
"950","pudieron",8.16282162594317,2,19
"951","sumó",-10.8788397118145,2,19
"952","mujeres",-10.7808382389262,2,19
"953","efector",-9.62418902791036,2,19
"954","contaron",-9.0400463771841,2,19
"955","turno",-8.53765761798636,2,19
"956","tratando",-8.23237874091071,2,19
"957","liberen",-8.10684371628244,2,19
"958","examinadoras",-7.79519496961132,2,19
"959","adopte",-7.68575354056166,2,19
"960","creación",-7.6557521049594,2,19
"961","solidario",12.3608625509099,2,20
"962","logró",9.78026953358226,2,20
"963","llegado",9.62197215043589,2,20
"964","reportarvíctimas",9.19308316154157,2,20
"965","losmuertes",8.83153520069916,2,20
"966","practica",8.81301307520718,2,20
"967","completar",8.62644673225461,2,20
"968","cuidados",8.11054384659752,2,20
"969","tarditti",7.59182516678693,2,20
"970","concejalas",7.21830413531526,2,20
"971","desórdenes",-11.0439484873796,2,20
"972","sudamérica",-9.63951152929284,2,20
"973","lasel",-9.0211593001983,2,20
"974","esperaba",-8.96554331231232,2,20
"975","nuevoscasos",-8.95687429816216,2,20
"976","circulaban",-8.7040611131063,2,20
"977","villegas",-8.00850885575367,2,20
"978","neonatos",-7.77187072691275,2,20
"979","bases",-7.7628860592832,2,20
"980","federalista",-7.74998937985723,2,20
"981","solidario",12.1717221724263,2,21
"982","reportarvíctimas",10.0749803538301,2,21
"983","llegado",9.93232982257447,2,21
"984","practica",9.80874802497342,2,21
"985","losmuertes",9.42789144754033,2,21
"986","mas",8.74455802714937,2,21
"987","cargarlos",8.44922167253582,2,21
"988","completar",8.37508579742929,2,21
"989","tarditti",8.07466688901547,2,21
"990","metodología",8.0109351329998,2,21
"991","respeten",-9.36703781196032,2,21
"992","cuyos",-9.2034231407258,2,21
"993","fenómeno",-8.76162239599057,2,21
"994","físicos",-8.60890620415182,2,21
"995","enviadas",-8.35286170306871,2,21
"996","pymespor",-8.31631613067468,2,21
"997","culpa",-8.21445773298253,2,21
"998","iniciar",-8.07403338649767,2,21
"999","adhesión",-7.88152774676293,2,21
"1000","pondránmillones",-7.8193326813895,2,21
"1001","completar",11.6532893993935,2,22
"1002","solidario",11.2262020935305,2,22
"1003","logró",10.7994872975982,2,22
"1004","tarditti",10.5211570255435,2,22
"1005","practica",9.46886310032086,2,22
"1006","llegado",8.81174742467686,2,22
"1007","mas",8.75342284741862,2,22
"1008","reportarvíctimas",8.45820172444096,2,22
"1009","losmuertes",8.36264771431999,2,22
"1010","levante",8.35032528973711,2,22
"1011","sappa",-11.8020842407893,2,22
"1012","concluimos",-10.7296344887395,2,22
"1013","normativas",-10.5384295509648,2,22
"1014","recorte",-10.0687295214385,2,22
"1015","visitó",-9.7937574538291,2,22
"1016","representan",-9.55154977319301,2,22
"1017","pasaban",-9.2712800792111,2,22
"1018","acusadas",-8.81370383114022,2,22
"1019","ofuscados",-8.78502818393561,2,22
"1020","ellosescribió",-8.4461474546014,2,22
"1021","completar",11.2212480796101,2,23
"1022","solidario",10.1318660948248,2,23
"1023","logró",9.59323169552316,2,23
"1024","tarditti",9.58860194334384,2,23
"1025","practica",9.20507041297848,2,23
"1026","reportarvíctimas",8.69741173922468,2,23
"1027","enfermo",8.46356440573882,2,23
"1028","cargarlos",8.44380887314093,2,23
"1029","mas",8.34950914747584,2,23
"1030","tomando",8.20779891055636,2,23
"1031","negroen",-11.3389708660925,2,23
"1032","mesas",-11.2624273926873,2,23
"1033","acompañar",-11.0809390703841,2,23
"1034","estamentos",-11.0670033408679,2,23
"1035","chubut",-10.613408060687,2,23
"1036","curiosamente",-9.57296077574031,2,23
"1037","fenómeno",-9.10367268467449,2,23
"1038","sometidos",-8.6797093628881,2,23
"1039","cambia",-8.48956354828572,2,23
"1040","muestreo",-8.22674073766426,2,23
"1041","completar",11.7509512366799,2,24
"1042","logró",10.8270988460941,2,24
"1043","solidario",10.6026796284864,2,24
"1044","tarditti",10.4405117316945,2,24
"1045","llegado",10.1590052314947,2,24
"1046","reportarvíctimas",9.43105771986321,2,24
"1047","salariales",8.48983123417058,2,24
"1048","enfermo",8.48925885320172,2,24
"1049","númerodel",8.06149506553285,2,24
"1050","regresen",8.05842930811677,2,24
"1051","fondo",-11.1886203819123,2,24
"1052","mendoza",-11.0125031299901,2,24
"1053","pampeanas",-10.2845407120059,2,24
"1054","ejercer",-9.42955085820645,2,24
"1055","comportamiento",-9.20029477834597,2,24
"1056","incrementará",-8.89103243950846,2,24
"1057","lleno",-8.52569317156744,2,24
"1058","diseases",-8.38202583032384,2,24
"1059","glúteos",-8.31854310759618,2,24
"1060","cbu",-8.25973056131016,2,24
"1061","solidario",12.0133204448299,2,25
"1062","tarditti",10.653073022934,2,25
"1063","reportarvíctimas",9.48491817246258,2,25
"1064","llegado",8.91887285771002,2,25
"1065","mas",8.90279569656807,2,25
"1066","losmuertes",8.80626482113108,2,25
"1067","logró",8.54356073752735,2,25
"1068","levante",8.43185475618593,2,25
"1069","enfermo",8.23920327490509,2,25
"1070","practica",8.09024184920952,2,25
"1071","juventus",-10.5375319241243,2,25
"1072","usás",-9.52459812568547,2,25
"1073","política",-8.79745006624428,2,25
"1074","respectivas",-8.40524772410056,2,25
"1075","didier",-8.39900434235754,2,25
"1076","terminó",-7.8227498515223,2,25
"1077","pesaj",-7.74065321258032,2,25
"1078","acompañar",-7.65687032736424,2,25
"1079","jugadores",-7.4927375537125,2,25
"1080","tutoría",-7.39572695019729,2,25
"1081","solidario",12.0911908752409,2,26
"1082","logró",10.737200161456,2,26
"1083","llegado",10.3601932024884,2,26
"1084","tarditti",10.2998824541426,2,26
"1085","losmuertes",9.65436738469896,2,26
"1086","completar",9.32746790330836,2,26
"1087","reportarvíctimas",8.97928111569316,2,26
"1088","tomando",8.62552836793432,2,26
"1089","cargarlos",8.47276518483523,2,26
"1090","levante",8.36299227315964,2,26
"1091","posadascada",-10.3149479663804,2,26
"1092","rutina",-10.1319053137121,2,26
"1093","venta",-9.96338453318116,2,26
"1094","calificando",-9.87312588714864,2,26
"1095","lucha",-9.78710510350767,2,26
"1096","legajos",-9.73088128928608,2,26
"1097","legisladores",-9.51011097343324,2,26
"1098","sappa",-8.99535561321325,2,26
"1099","actuará",-8.98418013137015,2,26
"1100","discutido",-8.49143430610471,2,26
"1101","solidario",11.8089485129171,2,27
"1102","logró",10.7820265043641,2,27
"1103","tarditti",10.610436310666,2,27
"1104","completar",10.0650521296538,2,27
"1105","losmuertes",8.81273914799337,2,27
"1106","mas",8.43714935786369,2,27
"1107","cargarlos",8.27692540027011,2,27
"1108","tomando",8.11928504537335,2,27
"1109","enfermo",8.08036688665278,2,27
"1110","metodología",7.8965123023024,2,27
"1111","domicilios",-10.0694136657954,2,27
"1112","procesal",-9.02658657183757,2,27
"1113","sumanpositivos",-8.6570042349345,2,27
"1114","mancharon",-8.41105092016161,2,27
"1115","opositora",-8.36382026319835,2,27
"1116","mers",-8.24725665445838,2,27
"1117","clases",-8.15007781102847,2,27
"1118","oponen",-8.01984364752256,2,27
"1119","infobae",-7.62357746668345,2,27
"1120","tomada",-7.61626024511431,2,27
"1121","solidario",11.8595641165873,2,28
"1122","logró",10.7795190664324,2,28
"1123","reportarvíctimas",9.83233489296436,2,28
"1124","practica",9.68134997879053,2,28
"1125","completar",8.77128365106881,2,28
"1126","mas",8.57276027962726,2,28
"1127","pudieron",8.49879127018714,2,28
"1128","instalarán",7.87775231963123,2,28
"1129","losmuertes",7.82603359482206,2,28
"1130","raíz",7.82227440518581,2,28
"1131","terapéutica",-10.6337322975685,2,28
"1132","dialogo",-10.1779218311598,2,28
"1133","vean",-9.43817560989394,2,28
"1134","aceptarlo",-8.94432723335806,2,28
"1135","imprimir",-8.78660033787573,2,28
"1136","aeropuertos",-8.73540039304451,2,28
