"","palabra","freq","magrado","mactivacion","mimag"
"1513","mayoristas",2,NA,NA,NA
"1514","medias",2,NA,NA,NA
"1515","médica",2,NA,NA,NA
"1516","médicas",2,NA,NA,NA
"1517","mensajeros",2,NA,NA,NA
"1518","mensajes",2,NA,NA,NA
"1519","mestre",2,NA,NA,NA
"1520","metro",2,2.1667,2,3
"1521","miedo",2,1,2.8,2.6
"1522","miércolesde",2,NA,NA,NA
"1523","mínimas",2,NA,NA,NA
"1524","modalidad",2,NA,NA,NA
"1525","modificación",2,NA,NA,NA
"1526","modificatorio",2,NA,NA,NA
"1527","monte",2,2.2,1.8,3
"1528","moral",2,3,2.2,1.4
"1529","morigerar",2,NA,NA,NA
"1530","motocicleta",2,NA,NA,NA
"1531","movimiento",2,2.6,2.6,2.8
"1532","muchas",2,NA,NA,NA
"1533","muertos",2,NA,NA,NA
"1534","muestra",2,2,1.8,2.6
"1535","muestras",2,NA,NA,NA
"1536","muñoz",2,NA,NA,NA
"1537","nahuel",2,NA,NA,NA
"1538","naturalmente",2,NA,NA,NA
"1539","ndelde",2,NA,NA,NA
"1540","necesarios",2,NA,NA,NA
"1541","necesitan",2,NA,NA,NA
"1542","negaron",2,NA,NA,NA
"1543","nen",2,NA,NA,NA
"1544","niveles",2,NA,NA,NA
"1545","nombres",2,NA,NA,NA
"1546","nómina",2,NA,NA,NA
"1547","normalmente",2,2.2,2,1.6
"1548","norte",2,2.2,1.6,2.4
"1549","notable",2,2.4,1.8,1.6
"1550","novedades",2,NA,NA,NA
"1551","novia",2,NA,NA,NA
"1552","números",2,NA,NA,NA
"1553","numerosos",2,NA,NA,NA
"1554","obligado",2,NA,NA,NA
"1555","obligatoriamente",2,NA,NA,NA
"1556","obligó",2,NA,NA,NA
"1557","ocultar",2,1.8,2,2.6
"1558","ocurrió",2,NA,NA,NA
"1559","oeste",2,2,2,2.6
"1560","olímpico",2,3,2.4,3
"1561","olímpicos",2,NA,NA,NA
"1562","omar",2,NA,NA,NA
"1563","operación",2,1.8,2.8,2.4
"1564","operado",2,NA,NA,NA
"1565","operativa",2,NA,NA,NA
"1566","operen",2,NA,NA,NA
"1567","oportunas",2,NA,NA,NA
"1568","oral",2,NA,NA,NA
"1569","ordenamiento",2,NA,NA,NA
"1570","oriana",2,NA,NA,NA
"1571","originada",2,NA,NA,NA
"1572","oriunda",2,NA,NA,NA
"1573","pacto",2,NA,NA,NA
"1574","padre",2,3,2.6,3
"1575","paliar",2,NA,NA,NA
"1576","pánico",2,NA,NA,NA
"1577","parcialmente",2,NA,NA,NA
"1578","pares",2,NA,NA,NA
"1579","participan",2,NA,NA,NA
"1580","pasajero",2,2.4,2,2.5
"1581","patagonia",2,NA,NA,NA
"1582","patronales",2,NA,NA,NA
"1583","pcrreal",2,NA,NA,NA
"1584","pedidos",2,NA,NA,NA
"1585","pedimos",2,NA,NA,NA
"1586","perder",2,1,2.4,3
"1587","perfecto",2,2.8,2.4,2
"1588","perón",2,NA,NA,NA
"1589","pertinentes",2,NA,NA,NA
"1590","peste",2,NA,NA,NA
"1591","pick",2,NA,NA,NA
"1592","pitcher",2,NA,NA,NA
"1593","planeta",2,3,2.4,3
"1594","plantas",2,NA,NA,NA
"1595","plantel",2,NA,NA,NA
"1596","podrá",2,NA,NA,NA
"1597","podrían",2,NA,NA,NA
"1598","policial",2,NA,NA,NA
"1599","político",2,1.5,2.4,2
"1600","portavoz",2,NA,NA,NA
"1601","post",2,NA,NA,NA
"1602","postergado",2,NA,NA,NA
"1603","potencial",2,NA,NA,NA
"1604","práctica",2,2.6,3,2.6
"1605","precauciones",2,NA,NA,NA
"1606","precios",2,NA,NA,NA
"1607","predisposición",2,NA,NA,NA
"1608","preocupa",2,NA,NA,NA
"1609","presentan",2,NA,NA,NA
"1610","presentó",2,NA,NA,NA
"1611","presidencial",2,2,1.6,2.6
"1612","prestare",2,NA,NA,NA
"1613","previstos",2,NA,NA,NA
"1614","primero",2,2.775,2.45,2.35
"1615","principal",2,2.6,2.3,2.2
"1616","principales",2,NA,NA,NA
"1617","privado",2,NA,NA,NA
"1618","procederá",2,NA,NA,NA
"1619","procura",2,NA,NA,NA
"1620","procurador",2,NA,NA,NA
"1621","producen",2,NA,NA,NA
"1622","profesora",2,NA,NA,NA
"1623","profesores",2,NA,NA,NA
"1624","profundizar",2,NA,NA,NA
"1625","programaalimentarque",2,NA,NA,NA
"1626","prohibición",2,NA,NA,NA
"1627","prohibir",2,1.2,2.2,2.4
"1628","propia",2,NA,NA,NA
"1629","propias",2,NA,NA,NA
"1630","propietarios",2,NA,NA,NA
"1631","propio",2,2.4,2,2.6
"1632","propios",2,NA,NA,NA
"1633","propuesta",2,2.6,2.8,2.2
"1634","prorroga",2,NA,NA,NA
"1635","proveniente",2,2.2,1.8,2.2
"1636","provistos",2,NA,NA,NA
"1637","próximas",2,NA,NA,NA
"1638","próximo",2,2.2,1.6,2.2
"1639","proyecto",2,2.5,2.1667,2.6667
"1640","pruebas",2,NA,NA,NA
"1641","psicofísicos",2,NA,NA,NA
"1642","publicación",2,2.6,2.6,2.6
"1643","publicó",2,NA,NA,NA
"1644","puente",2,2.6,1.4,3
"1645","puertas",2,NA,NA,NA
"1646","puntualmente",2,NA,NA,NA
"1647","puso",2,NA,NA,NA
"1648","queda",2,NA,NA,NA
"1649","quedarnos",2,NA,NA,NA
"1650","quedaron",2,NA,NA,NA
"1651","quejas",2,NA,NA,NA
"1652","quería",2,NA,NA,NA
"1653","quevedo",2,NA,NA,NA
"1654","radio",2,2.6,2,3
"1655","rápidamente",2,2.2,2.6,2.8
"1656","rápido",2,2,3,2.2
"1657","reacción",2,2.2,2.8,2
"1658","realizó",2,NA,NA,NA
"1659","realmente",2,2,2.4,2
"1660","recalcó",2,NA,NA,NA
"1661","recaudación",2,NA,NA,NA
"1662","receso",2,NA,NA,NA
"1663","recibió",2,NA,NA,NA
"1664","reclamó",2,NA,NA,NA
"1665","recomendación",2,NA,NA,NA
"1666","récord",2,NA,NA,NA
"1667","recreativos",2,NA,NA,NA
"1668","recuperar",2,2.4,3,2.8
"1669","redoblado",2,NA,NA,NA
"1670","reenviado",2,NA,NA,NA
"1671","referencia",2,2.2,1.8,1.2
"1672","refirió",2,NA,NA,NA
"1673","reforzado",2,NA,NA,NA
"1674","registraronnuevos",2,NA,NA,NA
"1675","registre",2,NA,NA,NA
"1676","regresaron",2,NA,NA,NA
"1677","reiteraron",2,NA,NA,NA
"1678","relaciones",2,NA,NA,NA
"1679","religiosos",2,NA,NA,NA
"1680","renovación",2,NA,NA,NA
"1681","renunció",2,NA,NA,NA
"1682","representan",2,NA,NA,NA
"1683","representante",2,2.2,2.2,2.6
"1684","representantes",2,NA,NA,NA
"1685","república",2,2.3333,2.1667,2.1667
"1686","requerimiento",2,NA,NA,NA
"1687","requiere",2,NA,NA,NA
"1688","residentes",2,NA,NA,NA
"1689","resistiere",2,NA,NA,NA
"1690","resoluciones",2,NA,NA,NA
"1691","respectivas",2,NA,NA,NA
"1692","restaurantes",2,NA,NA,NA
"1693","resulte",2,NA,NA,NA
"1694","retorno",2,NA,NA,NA
"1695","reunieron",2,NA,NA,NA
"1696","reveló",2,NA,NA,NA
"1697","ritmo",2,2.8,2.4,2.4
"1698","roma",2,NA,NA,NA
"1699","romina",2,NA,NA,NA
"1700","rotativas",2,NA,NA,NA
"1701","rotonda",2,NA,NA,NA
"1702","rubros",2,NA,NA,NA
"1703","rumbo",2,2.4286,2.1429,2.5714
"1704","salida",2,2.4,1.6,2.6
"1705","salido",2,NA,NA,NA
"1706","saliendo",2,NA,NA,NA
"1707","salió",2,NA,NA,NA
"1708","salones",2,NA,NA,NA
"1709","salubridad",2,NA,NA,NA
"1710","saludo",2,NA,NA,NA
"1711","santarroseña",2,NA,NA,NA
"1712","secretaria",2,NA,NA,NA
"1713","secretaría",2,NA,NA,NA
"1714","selección",2,2,2.4,2.8
"1715","señalaron",2,NA,NA,NA
"1716","sentía",2,NA,NA,NA
"1717","sergio",2,NA,NA,NA
"1718","serna",2,NA,NA,NA
"1719","servidores",2,NA,NA,NA
"1720","siete",2,NA,NA,NA
"1721","similares",2,NA,NA,NA
"1722","sindicatos",2,NA,NA,NA
"1723","sóftbol",2,NA,NA,NA
"1724","sola",2,NA,NA,NA
"1725","solicitar",2,2.4,2.6,2.2
"1726","sostener",2,2,2.8,2.6
"1727","sostuvieron",2,NA,NA,NA
"1728","subestimar",2,NA,NA,NA
"1729","subsecretario",2,NA,NA,NA
"1730","subsidio",2,NA,NA,NA
"1731","sucede",2,NA,NA,NA
"1732","sueldo",2,NA,NA,NA
"1733","suelo",2,2.5,2,3
"1734","suerte",2,3,2.2,2.6
"1735","sugirió",2,NA,NA,NA
"1736","suma",2,NA,NA,NA
"1737","sumar",2,2.4,3,3
"1738","sumó",2,NA,NA,NA
"1739","superó",2,NA,NA,NA
"1740","surgió",2,NA,NA,NA
"1741","tampoco",2,NA,NA,NA
"1742","tantos",2,NA,NA,NA
"1743","tarditti",2,NA,NA,NA
"1744","tareas",2,NA,NA,NA
"1745","técnico",2,2.28335,2.1,2.48335
"1746","telefónicamente",2,NA,NA,NA
"1747","teléfonos",2,NA,NA,NA
"1748","temor",2,1.25,2.25,2.875
"1749","temporada",2,2.3333,2.1667,1.6667
"1750","tendiente",2,NA,NA,NA
"1751","tenés",2,NA,NA,NA
"1752","tensiones",2,NA,NA,NA
"1753","terapia",2,NA,NA,NA
"1754","tercero",2,NA,NA,NA
"1755","texas",2,NA,NA,NA
"1756","texto",2,2.6,1.8,2.8
"1757","textualmente",2,NA,NA,NA
"1758","tienden",2,NA,NA,NA
"1759","time",2,NA,NA,NA
"1760","titular",2,2,2.2,1.8
"1761","tomada",2,NA,NA,NA
"1762","tomarán",2,NA,NA,NA
"1763","tomé",2,NA,NA,NA
"1764","totalmente",2,2.2,1.8,1.8
"1765","trabajadora",2,NA,NA,NA
"1766","trágica",2,NA,NA,NA
"1767","transcurso",2,NA,NA,NA
"1768","transeúntes",2,NA,NA,NA
"1769","tránsito",2,NA,NA,NA
"1770","tratado",2,2.2,2,2.4
"1771","tratar",2,2.2,2.8,1.8
"1772","tremendo",2,NA,NA,NA
"1773","trenel",2,NA,NA,NA
"1774","tributarias",2,NA,NA,NA
"1775","tripulación",2,NA,NA,NA
"1776","tucumán",2,NA,NA,NA
"1777","tuiteó",2,NA,NA,NA
"1778","twitter",2,NA,NA,NA
"1779","ubicado",2,NA,NA,NA
"1780","últimashoras",2,NA,NA,NA
"1781","única",2,NA,NA,NA
"1782","únicos",2,NA,NA,NA
"1783","universal",2,NA,NA,NA
"1784","urbanos",2,NA,NA,NA
"1785","uso",2,2,2.6,2.4
"1786","vacaciones",2,NA,NA,NA
"1787","valor",2,2.4,2.2,2.6
"1788","veces",2,NA,NA,NA
"1789","vecina",2,NA,NA,NA
"1790","vecino",2,2.3,2.1,2.6
"1791","vehículo",2,2.2,2.4,2.6
"1792","vehículos",2,NA,NA,NA
"1793","vela",2,2.4,1.8,3
"1794","ven",2,NA,NA,NA
"1795","venir",2,2.4,3,3
"1796","ventas",2,NA,NA,NA
"1797","verdad",2,2.8,2.2,1.8
"1798","viajaba",2,NA,NA,NA
"1799","viajaban",2,NA,NA,NA
"1800","viajar",2,3,2.8,3
"1801","viandas",2,NA,NA,NA
"1802","viena",2,NA,NA,NA
"1803","vieron",2,NA,NA,NA
"1804","vínculo",2,NA,NA,NA
"1805","vino",2,2.8,2,3
"1806","violar",2,NA,NA,NA
"1807","violare",2,NA,NA,NA
"1808","violen",2,NA,NA,NA
"1809","viralización",2,NA,NA,NA
"1810","viralizó",2,NA,NA,NA
"1811","visto",2,NA,NA,NA
"1812","vital",2,2.8,2.6,2.2
"1813","vive",2,NA,NA,NA
"1814","vivieron",2,NA,NA,NA
"1815","voceros",2,NA,NA,NA
"1816","volver",2,1.6,2.2,2.4
"1817","voy",2,NA,NA,NA
"1818","vuelo",2,3,2.6,3
"1819","washington",2,NA,NA,NA
"1820","wuhan",2,NA,NA,NA
"1821","wwwargentinagobar",2,NA,NA,NA
"1822","ylos",2,NA,NA,NA
"1823","ymuertos",2,NA,NA,NA
"1824","york",2,NA,NA,NA
"1825","zumba",2,NA,NA,NA
"1826","aafectando",1,NA,NA,NA
"1827","abajo",1,NA,NA,NA
"1828","abastecerse",1,NA,NA,NA
"1829","abces",1,NA,NA,NA
"1830","abierta",1,NA,NA,NA
"1831","abierto",1,NA,NA,NA
"1832","abocada",1,NA,NA,NA
"1833","abordarán",1,NA,NA,NA
"1834","abrieroncausas",1,NA,NA,NA
"1835","abrines",1,NA,NA,NA
"1836","abrir",1,2.4,3,3
"1837","abrirla",1,NA,NA,NA
"1838","abrupta",1,NA,NA,NA
"1839","abrupto",1,NA,NA,NA
"1840","absoluta",1,NA,NA,NA
"1841","absurdo",1,1.4,1.4,2.6
"1842","abuelos",1,NA,NA,NA
"1843","acabamos",1,NA,NA,NA
"1844","acata",1,NA,NA,NA
"1845","acatamiento",1,NA,NA,NA
"1846","acatando",1,NA,NA,NA
"1847","acate",1,NA,NA,NA
"1848","acceder",1,3,3,2.6
"1849","acceso",1,2.1429,1.8571,2
"1850","accesos",1,NA,NA,NA
"1851","aceite",1,2,1.6,3
"1852","acerca",1,NA,NA,NA
"1853","acercaron",1,NA,NA,NA
"1854","acercó",1,NA,NA,NA
"1855","achraf",1,NA,NA,NA
"1856","aclarar",1,NA,NA,NA
"1857","aclararon",1,NA,NA,NA
"1858","acompaña",1,NA,NA,NA
"1859","acompañó",1,NA,NA,NA
"1860","aconseja",1,NA,NA,NA
"1861","aconsejarle",1,NA,NA,NA
"1862","acordado",1,NA,NA,NA
"1863","acordados",1,NA,NA,NA
"1864","acordará",1,NA,NA,NA
"1865","acordé",1,NA,NA,NA
"1866","acordes",1,NA,NA,NA
"1867","acotaron",1,NA,NA,NA
"1868","acreditado",1,NA,NA,NA
"1869","acreditados",1,NA,NA,NA
"1870","acreditarán",1,NA,NA,NA
"1871","acreditaronpesos",1,NA,NA,NA
"1872","acreedor",1,NA,NA,NA
"1873","acreedores",1,NA,NA,NA
"1874","acta",1,NA,NA,NA
"1875","actitudes",1,NA,NA,NA
"1876","activaron",1,NA,NA,NA
"1877","acto",1,2,2.8,2.2
"1878","actoral",1,NA,NA,NA
"1879","actriz",1,2.3333,2.5,3
"1880","actúa",1,NA,NA,NA
"1881","actualiza",1,NA,NA,NA
"1882","actualización",1,NA,NA,NA
"1883","actualmente",1,NA,NA,NA
"1884","acudió",1,NA,NA,NA
"1885","acumulación",1,NA,NA,NA
"1886","acumularon",1,NA,NA,NA
"1887","acusación",1,NA,NA,NA
"1888","acusan",1,NA,NA,NA
"1889","adecuada",1,NA,NA,NA
"1890","adelanta",1,NA,NA,NA
"1891","adelantado",1,NA,NA,NA
"1892","adelantamiento",1,NA,NA,NA
"1893","adelantó",1,NA,NA,NA
"1894","adherir",1,NA,NA,NA
"1895","adhiere",1,NA,NA,NA
"1896","adhiriendo",1,NA,NA,NA
"1897","admitieron",1,NA,NA,NA
"1898","adolescentes",1,NA,NA,NA
"1899","adopta",1,NA,NA,NA
"1900","adoptando",1,NA,NA,NA
"1901","adoptar",1,2.8,3,3
"1902","adquisición",1,NA,NA,NA
"1903","adr",1,NA,NA,NA
"1904","adrián",1,NA,NA,NA
"1905","adriana",1,NA,NA,NA
"1906","advertencia",1,NA,NA,NA
"1907","advertencias",1,NA,NA,NA
"1908","advirtieran",1,NA,NA,NA
"1909","ael",1,NA,NA,NA
"1910","aéreo",1,2.4,2.6,2.8
"1911","afanosamente",1,NA,NA,NA
"1912","afectación",1,NA,NA,NA
"1913","afectado",1,NA,NA,NA
"1914","afectar",1,1.6,3,2
"1915","afectó",1,NA,NA,NA
"1916","afectos",1,NA,NA,NA
"1917","agarra",1,NA,NA,NA
"1918","agendas",1,NA,NA,NA
"1919","agente",1,1.8,2.4,2
"1920","aglomeraciones",1,NA,NA,NA
"1921","aglutinada",1,NA,NA,NA
"1922","agota",1,NA,NA,NA
"1923","agrandará",1,NA,NA,NA
"1924","agravamiento",1,NA,NA,NA
"1925","agravando",1,NA,NA,NA
"1926","agravaría",1,NA,NA,NA
"1927","agravó",1,NA,NA,NA
"1928","agregaron",1,NA,NA,NA
"1929","agropecuaria",1,NA,NA,NA
"1930","agropecuarias",1,NA,NA,NA
"1931","agua",1,2.6,2,3
"1932","ainformó",1,NA,NA,NA
"1933","aire",1,2.6,2,2.2
"1934","ajustan",1,NA,NA,NA
"1935","alarmante",1,NA,NA,NA
"1936","albergue",1,NA,NA,NA
"1937","alcalde",1,NA,NA,NA
"1938","alcances",1,NA,NA,NA
"1939","alcanza",1,NA,NA,NA
"1940","alcanzaba",1,NA,NA,NA
"1941","alcanzado",1,NA,NA,NA
"1942","alcanzando",1,NA,NA,NA
"1943","alcanzaría",1,NA,NA,NA
"1944","aldonde",1,NA,NA,NA
"1945","alegatos",1,NA,NA,NA
"1946","alegra",1,NA,NA,NA
"1947","alenseguida",1,NA,NA,NA
"1948","alertado",1,NA,NA,NA
"1949","alertados",1,NA,NA,NA
"1950","alertaron",1,NA,NA,NA
"1951","alertó",1,NA,NA,NA
"1952","alex",1,NA,NA,NA
"1953","algoseñaló",1,NA,NA,NA
"1954","alimentaria",1,NA,NA,NA
"1955","alimentarse",1,NA,NA,NA
"1956","alimente",1,NA,NA,NA
"1957","alineados",1,NA,NA,NA
"1958","alivio",1,NA,NA,NA
"1959","allí",1,NA,NA,NA
"1960","almaceneros",1,NA,NA,NA
"1961","almudévar",1,NA,NA,NA
"1962","alojados",1,NA,NA,NA
"1963","alojamos",1,NA,NA,NA
"1964","alojaron",1,NA,NA,NA
"1965","alojó",1,NA,NA,NA
"1966","altamente",1,NA,NA,NA
"1967","alto",1,2.2,1.8,2.6
"1968","altos",1,NA,NA,NA
"1969","altura",1,2.2,1.8,3
"1970","aluden",1,NA,NA,NA
"1971","alvaro",1,NA,NA,NA
"1972","amarre",1,NA,NA,NA
"1973","amateur",1,NA,NA,NA
"1974","ambitocom",1,NA,NA,NA
"1975","ambulancia",1,NA,NA,NA
"1976","amenaza",1,1.2,3,3
"1977","americana",1,NA,NA,NA
"1978","amerita",1,NA,NA,NA
"1979","ameritaron",1,NA,NA,NA
"1980","amigo",1,3,2.4,2.9
"1981","aminutos",1,NA,NA,NA
"1982","amontonan",1,NA,NA,NA
"1983","ampliada",1,NA,NA,NA
"1984","amplíe",1,NA,NA,NA
"1985","amplificado",1,NA,NA,NA
"1986","amplio",1,2.8,1.8,3
"1987","añade",1,NA,NA,NA
"1988","añadió",1,NA,NA,NA
"1989","analizados",1,NA,NA,NA
"1990","analizaron",1,NA,NA,NA
"1991","ancianos",1,NA,NA,NA
"1992","andar",1,2.8,2.8,3
"1993","andenes",1,NA,NA,NA
"1994","animales",1,NA,NA,NA
"1995","ánimo",1,2.4,2.4,2.6
"1996","anlis",1,NA,NA,NA
"1997","anlismalbrán",1,NA,NA,NA
"1998","anonimato",1,NA,NA,NA
"1999","ansiedad",1,1,2.8,2.6
"2000","antelación",1,NA,NA,NA
"2001","anterior",1,2.2,1.8,1.6
"2002","anteriormente",1,NA,NA,NA
"2003","anticipado",1,NA,NA,NA
"2004","antiviral",1,NA,NA,NA
"2005","antoine",1,NA,NA,NA
"2006","anuales",1,NA,NA,NA
"2007","anunciadas",1,NA,NA,NA
"2008","anunciado",1,NA,NA,NA
"2009","anuncio",1,NA,NA,NA
"2010","anunciónuevas",1,NA,NA,NA
"2011","apaíses",1,NA,NA,NA
"2012","aparecen",1,NA,NA,NA
"2013","aparejada",1,NA,NA,NA
"2014","aparición",1,2,2.2,3
"2015","aparte",1,NA,NA,NA
"2016","apelamos",1,NA,NA,NA
"2017","apelando",1,NA,NA,NA
"2018","apelara",1,NA,NA,NA
"2019","apertura",1,2.2,2.2,2.4
"2020","aplanando",1,NA,NA,NA
"2021","aplaudida",1,NA,NA,NA
"2022","aplazados",1,NA,NA,NA
"2023","aplicable",1,NA,NA,NA
"2024","aplicará",1,NA,NA,NA
"2025","apndsgaslyt",1,NA,NA,NA
"2026","aporte",1,NA,NA,NA
"2027","aportes",1,NA,NA,NA
"2028","apostar",1,NA,NA,NA
"2029","apoyadas",1,NA,NA,NA
"2030","apoyando",1,NA,NA,NA
"2031","aprobación",1,NA,NA,NA
"2032","aprovecha",1,NA,NA,NA
"2033","aprovechó",1,NA,NA,NA
"2034","aprovisionarse",1,NA,NA,NA
"2035","apunta",1,NA,NA,NA
"2036","apuntados",1,NA,NA,NA
"2037","apuntar",1,2,2.6,2.4
"2038","aquel",1,NA,NA,NA
"2039","aquella",1,NA,NA,NA
"2040","aquello",1,NA,NA,NA
"2041","arabia",1,NA,NA,NA
"2042","archívese",1,NA,NA,NA
"2043","área",1,2.2,1.4,2.6
"2044","argentinas",1,NA,NA,NA
"2045","armadas",1,NA,NA,NA
"2046","arquero",1,NA,NA,NA
"2047","arrancó",1,NA,NA,NA
"2048","arrestado",1,NA,NA,NA
"2049","arribar",1,NA,NA,NA
"2050","arribaron",1,NA,NA,NA
"2051","arribó",1,NA,NA,NA
"2052","arroyo",1,3,2.6,3
"2053","arte",1,3,2.8,2.6
"2054","articulando",1,NA,NA,NA
"2055","artículocomuníquese",1,NA,NA,NA
"2056","artículodése",1,NA,NA,NA
"2057","artículodice",1,NA,NA,NA
"2058","artículoestablece",1,NA,NA,NA
"2059","artículoincel",1,NA,NA,NA
"2060","artículoincisode",1,NA,NA,NA
"2061","artículoincisos",1,NA,NA,NA
"2062","artículoincisosyde",1,NA,NA,NA
"2063","artículoincque",1,NA,NA,NA
"2064","artículola",1,NA,NA,NA
"2065","artículolas",1,NA,NA,NA
"2066","artículolos",1,NA,NA,NA
"2067","artículono",1,NA,NA,NA
"2068","artículoque",1,NA,NA,NA
"2069","artículosolo",1,NA,NA,NA
"2070","artículosy",1,NA,NA,NA
"2071","artículosycuando",1,NA,NA,NA
"2072","artículosydel",1,NA,NA,NA
"2073","artrosis",1,NA,NA,NA
"2074","ascenso",1,2.6,3,2.6
"2075","asciende",1,NA,NA,NA
"2076","aseguren",1,NA,NA,NA
"2077","asesoran",1,NA,NA,NA
"2078","asi",1,2.2,2,1.6
"2079","asia",1,NA,NA,NA
"2080","asiática",1,NA,NA,NA
"2081","asiático",1,NA,NA,NA
"2082","asiáticoamericanas",1,NA,NA,NA
"2083","asiáticoestadounidense",1,NA,NA,NA
"2084","asignar",1,2,2.8,1.8
"2085","asignó",1,NA,NA,NA
"2086","asimismocorresponden",1,NA,NA,NA
"2087","asintomáticos",1,NA,NA,NA
"2088","asistente",1,NA,NA,NA
"2089","asistida",1,NA,NA,NA
"2090","asistiendo",1,NA,NA,NA
"2091","asistió",1,NA,NA,NA
"2092","asistir",1,2.4,3,2.8
"2093","asociaron",1,NA,NA,NA
"2094","asolado",1,NA,NA,NA
"2095","aspág",1,NA,NA,NA
"2096","aspiración",1,NA,NA,NA
"2097","aspiramos",1,NA,NA,NA
"2098","asueto",1,NA,NA,NA
"2099","asumiendo",1,NA,NA,NA
"2100","asumió",1,NA,NA,NA
"2101","asusta",1,NA,NA,NA
"2102","ataca",1,NA,NA,NA
"2103","atacando",1,NA,NA,NA
"2104","atados",1,NA,NA,NA
"2105","atendido",1,NA,NA,NA
"2106","atendiendo",1,NA,NA,NA
"2107","atendió",1,NA,NA,NA
"2108","atenten",1,NA,NA,NA
"2109","atinencia",1,NA,NA,NA
"2110","atletas",1,NA,NA,NA
"2111","atravesada",1,NA,NA,NA
"2112","atravesando",1,NA,NA,NA
"2113","atraviesa",1,NA,NA,NA
"2114","atraviesan",1,NA,NA,NA
"2115","atribuciones",1,NA,NA,NA
"2116","atribuyeron",1,NA,NA,NA
"2117","audiovisuales",1,NA,NA,NA
"2118","auh",1,NA,NA,NA
"2119","aumenta",1,NA,NA,NA
"2120","aumentado",1,NA,NA,NA
"2121","aumentan",1,NA,NA,NA
"2122","aumentaron",1,NA,NA,NA
"2123","aumentó",1,NA,NA,NA
"2124","aun",1,2,1.8,1
"2125","autoimpuesto",1,NA,NA,NA
"2126","automáticos",1,NA,NA,NA
"2127","autónomos",1,NA,NA,NA
"2128","autoridadespersonal",1,NA,NA,NA
"2129","autoriza",1,NA,NA,NA
"2130","autorización",1,NA,NA,NA
"2131","autorizan",1,NA,NA,NA
"2132","autos",1,NA,NA,NA
"2133","auxiliares",1,NA,NA,NA
"2134","avasallante",1,NA,NA,NA
"2135","avecina",1,NA,NA,NA
"2136","avenidas",1,NA,NA,NA
"2137","ayermuertos",1,NA,NA,NA
"2138","ayudando",1,NA,NA,NA
"2139","azota",1,NA,NA,NA
"2140","azotada",1,NA,NA,NA
"2141","bajaba",1,NA,NA,NA
"2142","bajar",1,2,2.8,2.8
"2143","bajaron",1,NA,NA,NA
"2144","bajas",1,NA,NA,NA
"2145","bajó",1,NA,NA,NA
"2146","bajos",1,NA,NA,NA
"2147","baloncesto",1,3,3,3
"2148","banco",1,2.4,1.4,2.6
"2149","bancos",1,NA,NA,NA
"2150","baños",1,NA,NA,NA
"2151","barbijo",1,NA,NA,NA
"2152","barco",1,2.8,2.6,3
"2153","barón",1,NA,NA,NA
"2154","barrio",1,2.4,2.4,3
"2155","barrios",1,NA,NA,NA
"2156","basadas",1,NA,NA,NA
"2157","básicos",1,NA,NA,NA
"2158","básquetbol",1,NA,NA,NA
"2159","basquetbolista",1,NA,NA,NA
"2160","basquetbolistas",1,NA,NA,NA
"2161","batalla",1,1.4,2.8,2.8
"2162","batería",1,2,2.4,2.8
"2163","baviera",1,NA,NA,NA
"2164","beiging",1,NA,NA,NA
"2165","beijing",1,NA,NA,NA
"2166","belga",1,NA,NA,NA
"2167","bellevue",1,NA,NA,NA
"2168","berni",1,NA,NA,NA
"2169","betsabé",1,NA,NA,NA
"2170","bienestar",1,NA,NA,NA
"2171","bill",1,NA,NA,NA
"2172","blaise",1,NA,NA,NA
"2173","blanco",1,2.4,1.7,3
"2174","blancospersonas",1,NA,NA,NA
"2175","blanquea",1,NA,NA,NA
"2176","blasio",1,NA,NA,NA
"2177","blindaje",1,NA,NA,NA
"2178","boca",1,2.4,2.4,3
"2179","boletín",1,NA,NA,NA
"2180","bombardean",1,NA,NA,NA
"2181","bombilla",1,NA,NA,NA
"2182","bonificando",1,NA,NA,NA
"2183","bono",1,NA,NA,NA
"2184","bordo",1,NA,NA,NA
"2185","boris",1,NA,NA,NA
"2186","borussia",1,NA,NA,NA
"2187","breogán",1,NA,NA,NA
"2188","brexit",1,NA,NA,NA
"2189","brindados",1,NA,NA,NA
"2190","brindaron",1,NA,NA,NA
"2191","brindó",1,NA,NA,NA
"2192","británico",1,NA,NA,NA
"2193","brotes",1,NA,NA,NA
"2194","bruno",1,NA,NA,NA
"2195","brutal",1,NA,NA,NA
"2196","brutos",1,NA,NA,NA
"2197","bus",1,2,2.4,3
"2198","cabecera",1,2,2.2,2.2
"2199","cadadías",1,NA,NA,NA
"2200","cadenas",1,NA,NA,NA
"2201","caería",1,NA,NA,NA
"2202","cafés",1,NA,NA,NA
"2203","caídos",1,NA,NA,NA
"2204","caja",1,2,1.8,3
"2205","cajas",1,NA,NA,NA
"2206","cajeros",1,NA,NA,NA
"2207","calabria",1,NA,NA,NA
"2208","caleufú",1,NA,NA,NA
"2209","calidad",1,2.6,2.4,2
"2210","calificaban",1,NA,NA,NA
"2211","calificó",1,NA,NA,NA
"2212","camas",1,NA,NA,NA
"2213","cambiando",1,NA,NA,NA
"2214","cambió",1,NA,NA,NA
"2215","caminando",1,NA,NA,NA
"2216","caminero",1,NA,NA,NA
"2217","camineros",1,NA,NA,NA
"2218","camino",1,2.6,2.4,2.6
"2219","campazzo",1,NA,NA,NA
