"","palabra","freq","magrado","mactivacion","mimag"
"259","altere",1,NA,NA,NA
"260","aluvión",1,NA,NA,NA
"261","ámbito",1,2,1.8,1.8
"262","antecedentes",1,NA,NA,NA
"263","antiviral",1,NA,NA,NA
"264","anunció",1,NA,NA,NA
"265","apetito",1,NA,NA,NA
"266","aplica",1,NA,NA,NA
"267","aplicar",1,2.2,2.8,1.6
"268","aplicará",1,NA,NA,NA
"269","aquellas",1,NA,NA,NA
"270","aquellos",1,NA,NA,NA
"271","argentino",1,NA,NA,NA
"272","argerich",1,NA,NA,NA
"273","arribado",1,NA,NA,NA
"274","arterial",1,NA,NA,NA
"275","ascendían",1,NA,NA,NA
"276","aseguró",1,NA,NA,NA
"277","asesorarse",1,NA,NA,NA
"278","aspecto",1,2.6,2,1.8
"279","atender",1,2.4,3,2.8
"280","atento",1,NA,NA,NA
"281","aumento",1,2.2,2.4,2.6
"282","automedicarse",1,NA,NA,NA
"283","avances",1,NA,NA,NA
"284","avíctimas",1,NA,NA,NA
"285","bajas",1,NA,NA,NA
"286","balance",1,NA,NA,NA
"287","base",1,2,2,2.2
"288","básicos",1,NA,NA,NA
"289","bebidas",1,NA,NA,NA
"290","bola",1,2.2,2.2,3
"291","brevedad",1,NA,NA,NA
"292","brindar",1,3,3,3
"293","británico",1,NA,NA,NA
"294","bronquítico",1,NA,NA,NA
"295","buen",1,NA,NA,NA
"296","cadapersonas",1,NA,NA,NA
"297","cadase",1,NA,NA,NA
"298","caen",1,NA,NA,NA
"299","cansancio",1,1.4,1.6,3
"300","carácter",1,2.4,2.2,2
"301","cardíacos",1,NA,NA,NA
"302","carlavizzotti",1,NA,NA,NA
"303","casa",1,2.8,1.4,2.8
"304","causan",1,NA,NA,NA
"305","causar",1,2,2.6,2.2
"306","celebrada",1,NA,NA,NA
"307","cepa",1,NA,NA,NA
"308","cepaque",1,NA,NA,NA
"309","cerca",1,NA,NA,NA
"310","cerrar",1,1.6667,3,3
"311","cien",1,NA,NA,NA
"312","cifra",1,NA,NA,NA
"313","circula",1,NA,NA,NA
"314","citada",1,NA,NA,NA
"315","ciudadanos",1,NA,NA,NA
"316","clase",1,2.4,2.2,2.6
"317","claudio",1,NA,NA,NA
"318","claves",1,NA,NA,NA
"319","clínicas",1,NA,NA,NA
"320","clínico",1,NA,NA,NA
"321","comentarios",1,NA,NA,NA
"322","comenzó",1,NA,NA,NA
"323","cómo",1,NA,NA,NA
"324","competentes",1,NA,NA,NA
"325","computará",1,NA,NA,NA
"326","comunes",1,NA,NA,NA
"327","comunicado",1,NA,NA,NA
"328","concasos",1,NA,NA,NA
"329","concluye",1,NA,NA,NA
"330","concurrió",1,NA,NA,NA
"331","condición",1,2,1.8,1.8
"332","confirmarse",1,NA,NA,NA
"333","congestión",1,NA,NA,NA
"334","conocer",1,2.8,2.8,2.4
"335","conocimiento",1,3,2.4,3
"336","consecutivos",1,NA,NA,NA
"337","consideración",1,NA,NA,NA
"338","considerar",1,2.3333,2.5,1.6667
"339","consideraremos",1,NA,NA,NA
"340","consiste",1,NA,NA,NA
"341","consulta",1,NA,NA,NA
"342","consulte",1,NA,NA,NA
"343","contactados",1,NA,NA,NA
"344","contagiarse",1,NA,NA,NA
"345","contesta",1,NA,NA,NA
"346","contingencia",1,NA,NA,NA
"347","contingencias",1,NA,NA,NA
"348","continuaban",1,NA,NA,NA
"349","contó",1,NA,NA,NA
"350","contraen",1,NA,NA,NA
"351","contraerla",1,NA,NA,NA
"352","contraído",1,NA,NA,NA
"353","convirtió",1,NA,NA,NA
"354","cordobés",1,NA,NA,NA
"355","corea",1,NA,NA,NA
"356","corporal",1,NA,NA,NA
"357","corresponden",1,NA,NA,NA
"358","corresponder",1,2.2,2.2,2.4
"359","correspondiere",1,NA,NA,NA
"360","covidse",1,NA,NA,NA
"361","crónica",1,NA,NA,NA
"362","crónico",1,NA,NA,NA
"363","cuales",1,NA,NA,NA
"364","cualesquiera",1,NA,NA,NA
"365","cuanto",1,2.1111,2,1.6667
"366","cuarentenas",1,NA,NA,NA
"367","cubrirse",1,NA,NA,NA
"368","cuentan",1,NA,NA,NA
"369","cuerpo",1,2,2.2,3
"370","cuidados",1,NA,NA,NA
"371","cumplir",1,2.8,2.8,2.2
"372","datos",1,NA,NA,NA
"373","debe",1,1.8,2,1.4
"374","deben",1,NA,NA,NA
"375","deceso",1,NA,NA,NA
"376","decir",1,2.2,2.8,3
"377","declaraciones",1,NA,NA,NA
"378","dede",1,NA,NA,NA
"379","deen",1,NA,NA,NA
"380","demil",1,NA,NA,NA
"381","depaíses",1,NA,NA,NA
"382","derechos",1,NA,NA,NA
"383","derivadas",1,NA,NA,NA
"384","derivan",1,NA,NA,NA
"385","desarrolla",1,NA,NA,NA
"386","desarrollar",1,2.2,3,2.4
"387","desconocido",1,NA,NA,NA
"388","desecharse",1,NA,NA,NA
"389","desinfectante",1,NA,NA,NA
"390","despedidas",1,NA,NA,NA
"391","detalló",1,NA,NA,NA
"392","detectaron",1,NA,NA,NA
"393","diabetes",1,NA,NA,NA
"394","diabético",1,NA,NA,NA
"395","diarrea",1,NA,NA,NA
"396","diferentes",1,NA,NA,NA
"397","difundió",1,NA,NA,NA
"398","disease",1,NA,NA,NA
"399","dispuesto",1,NA,NA,NA
"400","distancia",1,1.8,1.6,2.8
"401","doblado",1,NA,NA,NA
"402","documento",1,2,1.8,2.8
"403","dolores",1,NA,NA,NA
"404","domingo",1,NA,NA,NA
"405","dramática",1,NA,NA,NA
"406","eche",1,NA,NA,NA
"407","efe",1,NA,NA,NA
"408","efectos",1,NA,NA,NA
"409","elcomenzó",1,NA,NA,NA
"410","elementos",1,NA,NA,NA
"411","ello",1,NA,NA,NA
"412","empleo",1,2.8,3,2.6
"413","encuentran",1,NA,NA,NA
"414","encuentre",1,NA,NA,NA
"415","enferma",1,NA,NA,NA
"416","enfermas",1,NA,NA,NA
"417","enpaíses",1,NA,NA,NA
"418","entrar",1,2.2,3,3
"419","esenciales",1,NA,NA,NA
"420","esparcido",1,NA,NA,NA
"421","especiales",1,NA,NA,NA
"422","especialmente",1,2.2,2.2,2.2
"423","específica",1,NA,NA,NA
"424","especificó",1,NA,NA,NA
"425","esposa",1,NA,NA,NA
"426","establecida",1,NA,NA,NA
"427","establecidas",1,NA,NA,NA
"428","establecidos",1,NA,NA,NA
"429","establecimiento",1,2,1.6,3
"430","europa",1,NA,NA,NA
"431","europeos",1,NA,NA,NA
"432","eventual",1,NA,NA,NA
"433","evidenciado",1,NA,NA,NA
"434","exhala",1,NA,NA,NA
"435","exhalar",1,NA,NA,NA
"436","existe",1,NA,NA,NA
"437","expansión",1,2,2.8,2.6
"438","explica",1,NA,NA,NA
"439","expulsadas",1,NA,NA,NA
"440","extensa",1,NA,NA,NA
"441","extiende",1,NA,NA,NA
"442","ezeiza",1,NA,NA,NA
"443","faerac",1,NA,NA,NA
"444","fallecida",1,NA,NA,NA
"445","fallecido",1,NA,NA,NA
"446","fallecimiento",1,NA,NA,NA
"447","fallecimientos",1,NA,NA,NA
"448","falta",1,1.8,2,2
"449","familiar",1,2.7,2.2,2.5
"450","fatales",1,NA,NA,NA
"451","febrero",1,NA,NA,NA
"452","febril",1,NA,NA,NA
"453","fecha",1,2.4,2,2
"454","fin",1,2,2.2,2.2
"455","finalmente",1,NA,NA,NA
"456","fines",1,NA,NA,NA
"457","firmada",1,NA,NA,NA
"458","foco",1,NA,NA,NA
"459","forma",1,2.2,1.8,1.4
"460","formas",1,NA,NA,NA
"461","formulario",1,NA,NA,NA
"462","francia",1,NA,NA,NA
"463","frecuente",1,2.6,2.2,2.2
"464","fronteras",1,NA,NA,NA
"465","funcionario",1,1.8,2.2,2.2
"466","garantías",1,NA,NA,NA
"467","garcía",1,NA,NA,NA
"468","genera",1,NA,NA,NA
"469","ginés",1,NA,NA,NA
"470","goce",1,NA,NA,NA
"471","gómez",1,NA,NA,NA
"472","gonzález",1,2,2,2
"473","gotas",1,NA,NA,NA
"474","goteo",1,NA,NA,NA
"475","graves",1,NA,NA,NA
"476","grupo",1,2.6,2,2.8
"477","guillermo",1,NA,NA,NA
"478","haber",1,2,1.8,1.8
"479","habituales",1,NA,NA,NA
"480","heces",1,NA,NA,NA
"481","hecho",1,2.1667,2.1667,1.6667
"482","hipertensión",1,NA,NA,NA
"483","hipertenso",1,NA,NA,NA
"484","hisopado",1,NA,NA,NA
"485","hogares",1,NA,NA,NA
"486","horas",1,NA,NA,NA
"487","humanos",1,NA,NA,NA
"488","igual",1,2.24285,2.07145,2.44285
"489","importancia",1,2.4,2.4,2
"490","incansablemente",1,NA,NA,NA
"491","incluido",1,NA,NA,NA
"492","indica",1,NA,NA,NA
"493","indicó",1,NA,NA,NA
"494","infecciosa",1,NA,NA,NA
"495","infectadas",1,NA,NA,NA
"496","infectados",1,NA,NA,NA
"497","infectadosfue",1,NA,NA,NA
"498","informaron",1,NA,NA,NA
"499","informe",1,1.8,1.8,1.4
"500","ingerir",1,NA,NA,NA
"501","ingresado",1,NA,NA,NA
"502","inhalar",1,NA,NA,NA
"503","inmediatamente",1,1.8,2.6,2
"504","inmediato",1,2,2.8,2.2
"505","inmensa",1,NA,NA,NA
"506","innecesarios",1,NA,NA,NA
"507","internacional",1,2.3,1.9,2.4
"508","internacionales",1,NA,NA,NA
"509","internados",1,NA,NA,NA
"510","internos",1,NA,NA,NA
"511","involucrado",1,NA,NA,NA
"512","isabel",1,NA,NA,NA
"513","jabón",1,NA,NA,NA
"514","japón",1,NA,NA,NA
"515","jefe",1,1.6,2.6,3
"516","junto",1,2.5,2.2,2.5
"517","latinoamérica",1,NA,NA,NA
"518","lavado",1,NA,NA,NA
"519","lavandina",1,NA,NA,NA
"520","leves",1,NA,NA,NA
"521","ley",1,2,2.8,2.8
"522","licencias",1,NA,NA,NA
"523","liderando",1,NA,NA,NA
"524","limpieza",1,NA,NA,NA
"525","lin",1,NA,NA,NA
"526","llamado",1,NA,NA,NA
"527","llegada",1,2.6,2.6,2.6
"528","llevado",1,NA,NA,NA
"529","loscasos",1,NA,NA,NA
"530","losfuera",1,NA,NA,NA
"531","losmil",1,NA,NA,NA
"532","lucha",1,1.6,3,2.8
"533","madrugada",1,2.6,2,2.8
"534","mandaron",1,NA,NA,NA
"535","mantenerse",1,NA,NA,NA
"536","marco",1,2.1667,1.5,3
"537","martes",1,NA,NA,NA
"538","martín",1,NA,NA,NA
"539","matar",1,1,2.4,2.6
"540","mayor",1,2.3333,2.1667,3
"541","mayores",1,NA,NA,NA
"542","mayormente",1,NA,NA,NA
"543","médica",1,NA,NA,NA
"544","medicación",1,NA,NA,NA
"545","médicas",1,NA,NA,NA
"546","médicos",1,NA,NA,NA
"547","mensajes",1,NA,NA,NA
"548","mers",1,NA,NA,NA
"549","metro",1,2.1667,2,3
"550","microscopio",1,NA,NA,NA
"551","mil",1,2,2,2.2
"552","mismo",1,2.1,2.1,1.8
"553","modificaron",1,NA,NA,NA
"554","modo",1,2,1.8,1.6
"555","moroni",1,NA,NA,NA
"556","mortalidad",1,NA,NA,NA
"557","motivo",1,2.2,2.2,1.8
"558","muchas",1,NA,NA,NA
"559","muerto",1,1.4,1.4,3
"560","mujer",1,2.6,2.6,3
"561","murieronpersonas",1,NA,NA,NA
"562","murió",1,NA,NA,NA
"563","nacional",1,2.4,2.2,2.8
"564","ncov",1,NA,NA,NA
"565","necesarios",1,NA,NA,NA
"566","ninguna",1,NA,NA,NA
"567","nivel",1,2.2,2.2,2.4
"568","noche",1,2.6,2,3
"569","nombre",1,2.1667,1.5,2.1667
"570","normal",1,1.8,1.6,2
"571","norte",1,2.2,1.6,2.4
"572","noticias",1,NA,NA,NA
"573","novel",1,NA,NA,NA
"574","nueva",1,NA,NA,NA
"575","nueve",1,NA,NA,NA
"576","nuevo",1,2.8,1.6,2.6
"577","número",1,2.1667,1.8333,2.6667
"578","observación",1,2.8,2.4,2.6
"579","oficial",1,2,2.2,2
"580","oficiales",1,NA,NA,NA
"581","omar",1,NA,NA,NA
"582","origen",1,2.2,1.8,1.8
"583","originó",1,NA,NA,NA
"584","otamendi",1,NA,NA,NA
"585","otorgar",1,2.6,3,2.2
"586","otorgarles",1,NA,NA,NA
"587","otraspersonas",1,NA,NA,NA
"588","otrospaíses",1,NA,NA,NA
"589","padecen",1,NA,NA,NA
"590","padecer",1,NA,NA,NA
"591","papel",1,2.4,2.4,2.8
"592","parte",1,2,1.8,2.8
"593","partir",1,2,2.8,2.6
"594","pasajeros",1,NA,NA,NA
"595","pasar",1,2,2.4,2.6
"596","percepción",1,NA,NA,NA
"597","percibir",1,3,2.2,2.6
"598","permanecidodías",1,NA,NA,NA
"599","permanezcan",1,NA,NA,NA
"600","permita",1,NA,NA,NA
"601","personal",1,2.5,2.4,2.6
"602","pertinentes",1,NA,NA,NA
"603","pliegue",1,NA,NA,NA
"604","población",1,NA,NA,NA
"605","porteña",1,NA,NA,NA
"606","porteñas",1,NA,NA,NA
"607","porteño",1,NA,NA,NA
"608","posibilidad",1,2.4,2.2,2
"609","posibilidades",1,NA,NA,NA
"610","posteriormente",1,NA,NA,NA
"611","pregunta",1,2.2,3,2.4
"612","preocupante",1,NA,NA,NA
"613","preocuparse",1,NA,NA,NA
"614","presencia",1,2.2,2.6,2.4
"615","presentar",1,2.4,3,2.4
"616","presente",1,2.56665,2.2,2.28335
"617","prevenciones",1,NA,NA,NA
"618","prioridad",1,NA,NA,NA
"619","probabilidades",1,NA,NA,NA
"620","problemas",1,NA,NA,NA
"621","procedencia",1,NA,NA,NA
"622","producen",1,NA,NA,NA
"623","produjeronmuertes",1,NA,NA,NA
"624","produjo",1,NA,NA,NA
"625","prohibido",1,NA,NA,NA
"626","pronta",1,NA,NA,NA
"627","propio",1,2.4,2,2.6
"628","proteger",1,2.8,3,2.8
"629","protegerse",1,NA,NA,NA
"630","provenientes",1,NA,NA,NA
"631","provocaron",1,NA,NA,NA
"632","pública",1,NA,NA,NA
"633","públicas",1,NA,NA,NA
"634","públicos",1,NA,NA,NA
"635","pueda",1,NA,NA,NA
"636","puntos",1,NA,NA,NA
"637","ranking",1,NA,NA,NA
"638","rapidez",1,NA,NA,NA
"639","realizarle",1,NA,NA,NA
"640","reciente",1,2,2.2,1.8
"641","recoger",1,2.2,2.8,3
"642","recomendadas",1,NA,NA,NA
"643","recomendando",1,NA,NA,NA
"644","reconocidos",1,NA,NA,NA
"645","recuerda",1,NA,NA,NA
"646","recuperan",1,NA,NA,NA
"647","redes",1,NA,NA,NA
"648","reducir",1,1.6,2.8,2.2
"649","refiere",1,NA,NA,NA
"650","reforzaron",1,NA,NA,NA
"651","registraban",1,NA,NA,NA
"652","registradomuertes",1,NA,NA,NA
"653","registran",1,NA,NA,NA
"654","rellenar",1,NA,NA,NA
"655","renal",1,NA,NA,NA
"656","reportó",1,NA,NA,NA
"657","representen",1,NA,NA,NA
"658","reprodujo",1,NA,NA,NA
"659","requerimientos",1,NA,NA,NA
"660","reserva",1,2.2,1.6,2.4
"661","resolucióndel",1,NA,NA,NA
"662","resolvió",1,NA,NA,NA
"663","respiratorios",1,NA,NA,NA
"664","restante",1,NA,NA,NA
"665","restantes",1,NA,NA,NA
"666","restricciones",1,NA,NA,NA
"667","resulta",1,NA,NA,NA
"668","rinorrea",1,NA,NA,NA
"669","rodean",1,NA,NA,NA
"670","rueda",1,2.4,2.6,3
"671","salen",1,NA,NA,NA
"672","san",1,2.6,2.2,2.2
"673","sanidad",1,NA,NA,NA
"674","sanitario",1,NA,NA,NA
"675","santa",1,NA,NA,NA
"676","santarroseño",1,NA,NA,NA
"677","sars",1,NA,NA,NA
"678","seca",1,NA,NA,NA
"679","secretaria",1,NA,NA,NA
"680","seguirá",1,NA,NA,NA
"681","seguridad",1,2.8,2.8,2.4
"682","semanas",1,NA,NA,NA
"683","sentido",1,2.4,2.4,1.6
"684","ser",1,2.6,2.7,2.2
"685","severidad",1,NA,NA,NA
"686","siempre",1,NA,NA,NA
"687","sienta",1,NA,NA,NA
"688","siguen",1,NA,NA,NA
"689","siguientes",1,NA,NA,NA
"690","sintió",1,NA,NA,NA
"691","síntoma",1,NA,NA,NA
"692","siquiera",1,2,1.6,1.2
"693","social",1,2.4,2,2
"694","sociales",1,NA,NA,NA
"695","soncasos",1,NA,NA,NA
"696","sospecha",1,NA,NA,NA
"697","sospechoso",1,NA,NA,NA
"698","sostén",1,NA,NA,NA
"699","sosteniendo",1,NA,NA,NA
"700","subyacentes",1,NA,NA,NA
"701","suelen",1,NA,NA,NA
"702","suman",1,NA,NA,NA
"703","sumaron",1,NA,NA,NA
"704","supo",1,NA,NA,NA
"705","supuesto",1,NA,NA,NA
"706","surgida",1,NA,NA,NA
"707","tampoco",1,NA,NA,NA
"708","temores",1,NA,NA,NA
"709","temperatura",1,2,2.4,2.6
"710","thompson",1,NA,NA,NA
"711","tierra",1,2.4,2,3
"712","tocarse",1,NA,NA,NA
"713","todas",1,NA,NA,NA
"714","tomado",1,NA,NA,NA
"715","tomó",1,NA,NA,NA
"716","tornaba",1,NA,NA,NA
"717","torno",1,1.8,2.4,2.8
"718","tose",1,NA,NA,NA
"719","trabajador",1,2.2,2.8,2.8
"720","trabajadores",1,NA,NA,NA
"721","trabajan",1,NA,NA,NA
"722","transfronterizos",1,NA,NA,NA
"723","transmite",1,NA,NA,NA
"724","tras",1,NA,NA,NA
"725","trascendió",1,NA,NA,NA
"726","tratamientos",1,NA,NA,NA
"727","tres",1,NA,NA,NA
"728","turquía",1,NA,NA,NA
"729","última",1,NA,NA,NA
"730","últimosdías",1,NA,NA,NA
"731","urgente",1,NA,NA,NA
"732","usado",1,NA,NA,NA
"733","uso",1,2,2.6,2.4
"734","usted",1,NA,NA,NA
"735","vacuna",1,NA,NA,NA
"736","venía",1,NA,NA,NA
"737","verse",1,NA,NA,NA
"738","vía",1,2,1.6,2.2
"739","viajaron",1,NA,NA,NA
"740","viajeros",1,NA,NA,NA
"741","vínculo",1,NA,NA,NA
"742","visitado",1,NA,NA,NA
"743","vista",1,3,2.2,2.4
"744","vital",1,2.8,2.6,2.2
"745","vizzotti",1,NA,NA,NA
"746","voluntaria",1,NA,NA,NA
"747","vuelo",1,3,2.6,3
"748","wei",1,NA,NA,NA
"749","yacasos",1,NA,NA,NA
"750","yde",1,NA,NA,NA
"751","zona",1,2,1.8,1.6
"752","zonas",1,NA,NA,NA
