"","palabra","freq","magrado","mactivacion","mimag"
"794","localidades",5,NA,NA,NA
"795","luiggi",5,NA,NA,NA
"796","mantuvo",5,NA,NA,NA
"797","máscaras",5,NA,NA,NA
"798","materiales",5,NA,NA,NA
"799","mayores",5,NA,NA,NA
"800","mecánica",5,NA,NA,NA
"801","militar",5,1.4,2.33333333333333,2.73333333333333
"802","ministra",5,NA,NA,NA
"803","módulos",5,NA,NA,NA
"804","monotributistas",5,NA,NA,NA
"805","móvil",5,NA,NA,NA
"806","necesarias",5,NA,NA,NA
"807","normales",5,NA,NA,NA
"808","odinofagia",5,NA,NA,NA
"809","ordenó",5,NA,NA,NA
"810","pasadas",5,NA,NA,NA
"811","patologías",5,NA,NA,NA
"812","penitenciario",5,NA,NA,NA
"813","período",5,2,1.8,2.2
"814","permitirá",5,NA,NA,NA
"815","pertinentes",5,NA,NA,NA
"816","pidió",5,NA,NA,NA
"817","pido",5,NA,NA,NA
"818","podemos",5,NA,NA,NA
"819","presente",5,2.56665,2.2,2.28335
"820","primero",5,2.775,2.45,2.35
"821","principio",5,2.4,2.4,1.8
"822","privada",5,NA,NA,NA
"823","probables",5,NA,NA,NA
"824","proceso",5,2,2.8,2.6
"825","procesos",5,NA,NA,NA
"826","prorrogar",5,NA,NA,NA
"827","protección",5,2.4,3,2.8
"828","provinciales",5,NA,NA,NA
"829","próximode",5,NA,NA,NA
"830","proyectar",5,2.8,2.4,2.8
"831","queda",5,NA,NA,NA
"832","queden",5,NA,NA,NA
"833","quiere",5,NA,NA,NA
"834","quirúrgicos",5,NA,NA,NA
"835","radio",5,2.6,2,3
"836","rafael",5,NA,NA,NA
"837","raoult",5,NA,NA,NA
"838","realicó",5,NA,NA,NA
"839","regresar",5,2.4,3,2.8
"840","regreso",5,2.6,2.8,2.6
"841","resolvió",5,NA,NA,NA
"842","restantes",5,NA,NA,NA
"843","resto",5,2.1667,2,1.8333
"844","restricción",5,NA,NA,NA
"845","retrasar",5,NA,NA,NA
"846","reveló",5,NA,NA,NA
"847","romero",5,NA,NA,NA
"848","sabemos",5,NA,NA,NA
"849","salieron",5,NA,NA,NA
"850","segundo",5,2,1.6,1.8
"851","semanales",5,NA,NA,NA
"852","servicios",5,NA,NA,NA
"853","siguiente",5,2.1667,2.3333,2.1667
"854","sistemas",5,NA,NA,NA
"855","stock",5,NA,NA,NA
"856","subrayó",5,NA,NA,NA
"857","subsecretario",5,NA,NA,NA
"858","tecnología",5,2.2,2,3
"859","telefónico",5,NA,NA,NA
"860","teléfono",5,2.125,2.125,2.75
"861","terminó",5,NA,NA,NA
"862","términos",5,NA,NA,NA
"863","tipo",5,1.8,2,1.2
"864","titular",5,2,2.2,1.8
"865","ubicado",5,NA,NA,NA
"866","últimosdías",5,NA,NA,NA
"867","única",5,NA,NA,NA
"868","universidad",5,2.7143,2.8571,3
"869","uti",5,NA,NA,NA
"870","vacaciones",5,NA,NA,NA
"871","víctimas",5,NA,NA,NA
"872","vida",5,2.8,2.2,2.4
"873","virtual",5,NA,NA,NA
"874","virtud",5,2.8,2.2,2.6
"875","vive",5,NA,NA,NA
"876","vivos",5,NA,NA,NA
"877","volver",5,1.6,2.2,2.4
"878","yde",5,NA,NA,NA
"879","abastecimiento",4,NA,NA,NA
"880","académicas",4,NA,NA,NA
"881","aclara",4,NA,NA,NA
"882","aclararon",4,NA,NA,NA
"883","actuales",4,NA,NA,NA
"884","adelante",4,2.4,2.2,3
"885","adelantó",4,NA,NA,NA
"886","afecta",4,NA,NA,NA
"887","agrava",4,NA,NA,NA
"888","aisladas",4,NA,NA,NA
"889","aislados",4,NA,NA,NA
"890","alarma",4,NA,NA,NA
"891","alcanzará",4,NA,NA,NA
"892","alimentos",4,NA,NA,NA
"893","allos",4,NA,NA,NA
"894","ampliar",4,2.8,2.6,2.4
"895","analizan",4,NA,NA,NA
"896","analizó",4,NA,NA,NA
"897","animales",4,NA,NA,NA
"898","apenas",4,2,1.8333,2.1667
"899","apersonas",4,NA,NA,NA
"900","aquellas",4,NA,NA,NA
"901","aseguraron",4,NA,NA,NA
"902","asimismo",4,NA,NA,NA
"903","asociación",4,1.8,2,1.4
"904","atrás",4,1.8,1.8,2.6
"905","audio",4,NA,NA,NA
"906","aun",4,2,1.8,1
"907","autoevaluación",4,NA,NA,NA
"908","barbijo",4,NA,NA,NA
"909","bebé",4,2.6,2.4,3
"910","bercovich",4,NA,NA,NA
"911","cabe",4,NA,NA,NA
"912","calzado",4,NA,NA,NA
"913","cambios",4,NA,NA,NA
"914","camisolines",4,NA,NA,NA
"915","campo",4,3,1.7143,3
"916","caza",4,1.6,2.8,3
"917","celular",4,2,2,2.2
"918","central",4,1.8,1.6,2.6
"919","cerca",4,NA,NA,NA
"920","ciudadano",4,2.6,2.6,2.8
"921","claudio",4,NA,NA,NA
"922","cloroquina",4,NA,NA,NA
"923","comisión",4,1.8,2.6,2.6
"924","compras",4,NA,NA,NA
"925","comunicación",4,2.8,2.8,2.8
"926","conciencia",4,2.375,2.375,1.875
"927","concluyó",4,NA,NA,NA
"928","conglomerado",4,NA,NA,NA
"929","considerando",4,NA,NA,NA
"930","constatación",4,NA,NA,NA
"931","construcción",4,2.4,3,2.6
"932","continúan",4,NA,NA,NA
"933","convirtió",4,NA,NA,NA
"934","corresponde",4,NA,NA,NA
"935","corriente",4,2,2.4,2.5
"936","cotos",4,NA,NA,NA
"937","crítica",4,2.4,2.8,2.2
"938","cuidados",4,NA,NA,NA
"939","cumple",4,NA,NA,NA
"940","cumplido",4,NA,NA,NA
"941","darle",4,NA,NA,NA
"942","declarada",4,NA,NA,NA
"943","decnuapnpte",4,NA,NA,NA
"944","deen",4,NA,NA,NA
"945","definición",4,2.4,2,1.8
"946","demanda",4,1.6,2.8,2.2
"947","demandados",4,NA,NA,NA
"948","demás",4,NA,NA,NA
"949","descartadocasos",4,NA,NA,NA
"950","desinfección",4,NA,NA,NA
"951","desinfectar",4,NA,NA,NA
"952","desobediencia",4,NA,NA,NA
"953","detuvo",4,NA,NA,NA
"954","dey",4,NA,NA,NA
"955","diagnosticados",4,NA,NA,NA
"956","diálogo",4,3,3,3
"957","dificultades",4,NA,NA,NA
"958","difusión",4,NA,NA,NA
"959","dinero",4,2.8,2.6,3
"960","directamente",4,2.4,2.6,2.8
"961","disimiles",4,NA,NA,NA
"962","disminuir",4,1.4,2.8,2
"963","disponer",4,2.4,2.4,1.8
"964","disponibilidad",4,NA,NA,NA
"965","dispuesta",4,NA,NA,NA
"966","docente",4,NA,NA,NA
"967","documentos",4,NA,NA,NA
"968","económico",4,2.2,1.8,2.6
"969","eduardo",4,NA,NA,NA
"970","efectivos",4,NA,NA,NA
"971","eleva",4,NA,NA,NA
"972","elevó",4,NA,NA,NA
"973","ello",4,NA,NA,NA
"974","emergencias",4,NA,NA,NA
"975","empresas",4,NA,NA,NA
"976","encuentren",4,NA,NA,NA
"977","endías",4,NA,NA,NA
"978","enfrenta",4,NA,NA,NA
"979","entienda",4,NA,NA,NA
"980","epidemia",4,NA,NA,NA
"981","época",4,2,2,2
"982","equipamiento",4,NA,NA,NA
"983","escenario",4,2.4,2,2.6
"984","esfuerzo",4,2.6,3,3
"985","espacio",4,2.4,1.4,2
"986","estaciones",4,NA,NA,NA
"987","estimación",4,NA,NA,NA
"988","estrategia",4,2.6,3,2.6
"989","europa",4,NA,NA,NA
"990","eventuales",4,NA,NA,NA
"991","exponencial",4,NA,NA,NA
"992","extensión",4,2.4,1.6,2.4
"993","extienda",4,NA,NA,NA
"994","fallecidas",4,NA,NA,NA
"995","fallecido",4,NA,NA,NA
"996","fallecieron",4,NA,NA,NA
"997","fallecimiento",4,NA,NA,NA
"998","faltantes",4,NA,NA,NA
"999","familiares",4,NA,NA,NA
"1000","familias",4,NA,NA,NA
"1001","femechaco",4,NA,NA,NA
"1002","florianápolis",4,NA,NA,NA
"1003","fluctuantes",4,NA,NA,NA
"1004","frecuencia",4,2,2.4,1.6
"1005","fuerte",4,2.7,2.7,2.6
"1006","funcionar",4,2.625,2.875,2.5
"1007","gendarmes",4,NA,NA,NA
"1008","giuseppe",4,NA,NA,NA
"1009","global",4,2,1.8,2.8
"1010","grupos",4,NA,NA,NA
"1011","guardia",4,2.2,2.4,2.6
"1012","habitual",4,1.8,2,2
"1013","hará",4,NA,NA,NA
"1014","hidroxicloroquina",4,NA,NA,NA
"1015","históricos",4,NA,NA,NA
"1016","hora",4,2,1.4,2.2
"1017","idea",4,2.8,3,2.4
"1018","igual",4,2.24285,2.07145,2.44285
"1019","imágenes",4,NA,NA,NA
"1020","impide",4,NA,NA,NA
"1021","imputado",4,NA,NA,NA
"1022","imputados",4,NA,NA,NA
"1023","incluyen",4,NA,NA,NA
"1024","indicación",4,NA,NA,NA
"1025","indicaciones",4,NA,NA,NA
"1026","infección",4,NA,NA,NA
"1027","informado",4,NA,NA,NA
"1028","informales",4,NA,NA,NA
"1029","ingresos",4,NA,NA,NA
"1030","inicio",4,2.4,2.2,2.8
"1031","insistió",4,NA,NA,NA
"1032","instalaciones",4,NA,NA,NA
"1033","integrantes",4,NA,NA,NA
"1034","intendentes",4,NA,NA,NA
"1035","intubar",4,NA,NA,NA
"1036","jair",4,NA,NA,NA
"1037","jefatura",4,NA,NA,NA
"1038","josé",4,NA,NA,NA
"1039","julio",4,NA,NA,NA
"1040","laarena",4,NA,NA,NA
"1041","laboratorios",4,NA,NA,NA
"1042","largo",4,1.9,2,2.5
"1043","lavandina",4,NA,NA,NA
"1044","legal",4,NA,NA,NA
"1045","ley",4,2,2.8,2.8
"1046","litros",4,NA,NA,NA
"1047","lleguen",4,NA,NA,NA
"1048","logró",4,NA,NA,NA
"1049","mapa",4,2,1.2,3
"1050","maría",4,NA,NA,NA
"1051","matanza",4,NA,NA,NA
"1052","matrimonio",4,2.8,2.6,3
"1053","mediodía",4,NA,NA,NA
"1054","mensajes",4,NA,NA,NA
"1055","mensual",4,NA,NA,NA
"1056","miembros",4,NA,NA,NA
"1057","ministros",4,NA,NA,NA
"1058","misma",4,NA,NA,NA
"1059","mismas",4,NA,NA,NA
"1060","monitoreo",4,NA,NA,NA
"1061","mucha",4,NA,NA,NA
"1062","muchas",4,NA,NA,NA
"1063","muerte",4,1.2,2,2.2
"1064","murieron",4,NA,NA,NA
"1065","nacionales",4,NA,NA,NA
"1066","negro",4,2.2,2,2.9
"1067","números",4,NA,NA,NA
"1068","nunca",4,NA,NA,NA
"1069","oficialmente",4,2,2.2,2
"1070","organismos",4,NA,NA,NA
"1071","pandemias",4,NA,NA,NA
"1072","par",4,2.6,2.2,3
"1073","partes",4,NA,NA,NA
"1074","pasada",4,NA,NA,NA
"1075","pasar",4,2,2.4,2.6
"1076","pase",4,NA,NA,NA
"1077","paso",4,2,2.4,2.2
"1078","periodista",4,2,2.6,3
"1079","permanece",4,NA,NA,NA
"1080","perspectiva",4,2.6,2.2,2.2
"1081","plan",4,2.3333,2.6667,2.6667
"1082","pleno",4,2.7143,2.2857,1.7143
"1083","pordías",4,NA,NA,NA
"1084","posadas",4,NA,NA,NA
"1085","precisó",4,NA,NA,NA
"1086","prepara",4,NA,NA,NA
"1087","presenciales",4,NA,NA,NA
"1088","previsión",4,NA,NA,NA
"1089","procedan",4,NA,NA,NA
"1090","pronto",4,NA,NA,NA
"1091","públicas",4,NA,NA,NA
"1092","publicó",4,NA,NA,NA
"1093","públicos",4,NA,NA,NA
"1094","pudieron",4,NA,NA,NA
"1095","pueblo",4,2.6,1.8,2.6
"1096","puerta",4,2,1.4,3
"1097","puertas",4,NA,NA,NA
"1098","puesto",4,2,2.4,1.8
"1099","punto",4,2,1.6,2.6
"1100","pusieron",4,NA,NA,NA
"1101","queson",4,NA,NA,NA
"1102","quince",4,NA,NA,NA
"1103","recalcó",4,NA,NA,NA
"1104","recomienda",4,NA,NA,NA
"1105","reconoció",4,NA,NA,NA
"1106","rectorado",4,NA,NA,NA
"1107","recuperación",4,NA,NA,NA
"1108","recursos",4,NA,NA,NA
"1109","reducción",4,NA,NA,NA
"1110","referencia",4,2.2,1.8,1.2
"1111","regional",4,2.2,2,2.8
"1112","registraronpersonas",4,NA,NA,NA
"1113","regresaron",4,NA,NA,NA
"1114","reino",4,2.4,2.2,2.6
"1115","relacionado",4,NA,NA,NA
"1116","relevamiento",4,NA,NA,NA
"1117","remedio",4,2,2,3
"1118","repiten",4,NA,NA,NA
"1119","resaltó",4,NA,NA,NA
"1120","resistencia",4,NA,NA,NA
"1121","resolución",4,2.3333,2.5,2.3333
"1122","respetar",4,3,2.8,2.6
"1123","respirar",4,2.6,3,3
"1124","reutilizables",4,NA,NA,NA
"1125","rolón",4,NA,NA,NA
"1126","sabe",4,NA,NA,NA
"1127","salta",4,NA,NA,NA
"1128","secretaria",4,NA,NA,NA
"1129","seguirá",4,NA,NA,NA
"1130","sirve",4,NA,NA,NA
"1131","soporte",4,NA,NA,NA
"1132","sospecha",4,NA,NA,NA
"1133","sostenida",4,NA,NA,NA
"1134","suelo",4,2.5,2,3
"1135","sugiere",4,NA,NA,NA
"1136","suman",4,NA,NA,NA
"1137","superior",4,2,2.2,2.6
"1138","suspender",4,2,2,1.6
"1139","testeos",4,NA,NA,NA
"1140","tiempos",4,NA,NA,NA
"1141","totalidad",4,2.4,2,2
"1142","unido",4,NA,NA,NA
"1143","unosdías",4,NA,NA,NA
"1144","usa",4,NA,NA,NA
"1145","usar",4,2,2.8,2.2
"1146","valor",4,2.4,2.2,2.6
"1147","varados",4,NA,NA,NA
"1148","viendo",4,NA,NA,NA
"1149","violen",4,NA,NA,NA
"1150","viralizar",4,NA,NA,NA
"1151","virtuales",4,NA,NA,NA
"1152","abasto",3,NA,NA,NA
"1153","abocada",3,NA,NA,NA
"1154","abordaremos",3,NA,NA,NA
"1155","acá",3,2.2,1.8,1.8
"1156","acceso",3,2.1429,1.8571,2
"1157","actividad",3,2.6,2.8,2.4
"1158","actualizó",3,NA,NA,NA
"1159","adecuación",3,NA,NA,NA
"1160","adicionales",3,NA,NA,NA
"1161","administración",3,2,2.1667,2.5
"1162","adoptó",3,NA,NA,NA
"1163","adquirido",3,NA,NA,NA
"1164","aeropuertos",3,NA,NA,NA
"1165","afección",3,NA,NA,NA
"1166","agentes",3,NA,NA,NA
"1167","aguda",3,NA,NA,NA
"1168","alcanza",3,NA,NA,NA
"1169","alejandra",3,NA,NA,NA
"1170","alertó",3,NA,NA,NA
"1171","alquileres",3,NA,NA,NA
"1172","alteración",3,NA,NA,NA
"1173","alternativas",3,NA,NA,NA
"1174","alto",3,2.2,1.8,2.6
"1175","altura",3,2.2,1.8,3
"1176","amba",3,NA,NA,NA
"1177","ámbito",3,2,1.8,1.8
"1178","ampliado",3,NA,NA,NA
"1179","analiza",3,NA,NA,NA
"1180","analizaban",3,NA,NA,NA
"1181","analizadas",3,NA,NA,NA
"1182","analizando",3,NA,NA,NA
"1183","antiparras",3,NA,NA,NA
"1184","apertura",3,2.2,2.2,2.4
"1185","aplanar",3,NA,NA,NA
"1186","aplicar",3,2.2,2.8,1.6
"1187","aproximado",3,NA,NA,NA
"1188","argentinas",3,NA,NA,NA
"1189","arm",3,NA,NA,NA
"1190","artículo",3,2,1.8,2.2
"1191","artículodel",3,NA,NA,NA
"1192","asentar",3,NA,NA,NA
"1193","asistido",3,NA,NA,NA
"1194","atendido",3,NA,NA,NA
"1195","atravesando",3,NA,NA,NA
"1196","autorizados",3,NA,NA,NA
"1197","avanzan",3,NA,NA,NA
"1198","ayudar",3,2.6,3,2.6
"1199","bajar",3,2,2.8,2.8
"1200","balance",3,NA,NA,NA
"1201","bariloche",3,NA,NA,NA
"1202","barrio",3,2.4,2.4,3
"1203","bioingenieros",3,NA,NA,NA
"1204","bioseguridad",3,NA,NA,NA
"1205","bloque",3,NA,NA,NA
"1206","bolsas",3,NA,NA,NA
"1207","bonaerense",3,NA,NA,NA
"1208","borrelli",3,NA,NA,NA
"1209","brasileños",3,NA,NA,NA
"1210","brindando",3,NA,NA,NA
"1211","búsqueda",3,2.2,3,2.8
"1212","caba",3,NA,NA,NA
"1213","cabo",3,1.8,1.6,2.4
"1214","cacerolazo",3,NA,NA,NA
"1215","cae",3,NA,NA,NA
"1216","café",3,3,2,3
"1217","caída",3,1.6,2.6,2.8
"1218","calor",3,2.4,2.4,3
"1219","cámaras",3,NA,NA,NA
"1220","caminar",3,2.8,3,3
"1221","camineras",3,NA,NA,NA
"1222","caminero",3,NA,NA,NA
"1223","canal",3,2.4,2.2,3
"1224","canciller",3,NA,NA,NA
"1225","cara",3,2.4,1.8,2.2
"1226","cardoso",3,NA,NA,NA
"1227","carecen",3,NA,NA,NA
"1228","cargo",3,2.2,2.4,2.8
"1229","carta",3,2,2.4,3
"1230","cecilia",3,NA,NA,NA
"1231","cemento",3,NA,NA,NA
"1232","centra",3,NA,NA,NA
"1233","chile",3,NA,NA,NA
"1234","científico",3,2.8,2.6,2.8
"1235","científicos",3,NA,NA,NA
"1236","circule",3,NA,NA,NA
"1237","clínicade",3,NA,NA,NA
"1238","cocina",3,2.625,2.125,2.875
"1239","colombia",3,NA,NA,NA
"1240","combustibles",3,NA,NA,NA
"1241","comenzar",3,2.6,3,2.8
"1242","comerciales",3,NA,NA,NA
"1243","comida",3,3,2,3
"1244","compradas",3,NA,NA,NA
"1245","comprarunidades",3,NA,NA,NA
"1246","compró",3,NA,NA,NA
"1247","compromiso",3,2.8,3,2.6
"1248","comunes",3,NA,NA,NA
"1249","concentra",3,NA,NA,NA
"1250","confirmando",3,NA,NA,NA
"1251","confirmar",3,2,2.8333,2.1667
"1252","congelar",3,1.4,2,3
"1253","congreso",3,2,2.4,2.4
"1254","conoce",3,NA,NA,NA
"1255","consecutivo",3,NA,NA,NA
"1256","consultado",3,NA,NA,NA
"1257","contagiadas",3,NA,NA,NA
"1258","contará",3,NA,NA,NA
"1259","contenedores",3,NA,NA,NA
"1260","continuidad",3,NA,NA,NA
"1261","contó",3,NA,NA,NA
"1262","controlados",3,NA,NA,NA
"1263","convertirán",3,NA,NA,NA
"1264","córdobade",3,NA,NA,NA
"1265","corresponda",3,NA,NA,NA
"1266","costa",3,2.8,1.4,3
"1267","creciendo",3,NA,NA,NA
"1268","creo",3,NA,NA,NA
"1269","crucial",3,NA,NA,NA
"1270","cualesya",3,NA,NA,NA
"1271","cuarta",3,NA,NA,NA
"1272","cuidado",3,2.6,3,2.6
"1273","cumplen",3,NA,NA,NA
"1274","cuomo",3,NA,NA,NA
"1275","curbpuntos",3,NA,NA,NA
"1276","cuyo",3,NA,NA,NA
"1277","daño",3,1,2,2.6
"1278","dato",3,2.6,1.6,2.8
"1279","decretada",3,NA,NA,NA
"1280","defendió",3,NA,NA,NA
"1281","definida",3,NA,NA,NA
"1282","deinfectados",3,NA,NA,NA
"1283","delinea",3,NA,NA,NA
"1284","delito",3,1.6,2.8,3
"1285","demorado",3,NA,NA,NA
"1286","dependencias",3,NA,NA,NA
"1287","derecho",3,2.2,2.3,1.9
"1288","derechos",3,NA,NA,NA
"1289","derivó",3,NA,NA,NA
"1290","desafío",3,NA,NA,NA
"1291","desalojos",3,NA,NA,NA
"1292","desarrolla",3,NA,NA,NA
"1293","desarrollo",3,2.6,3,2.8
"1294","descartado",3,NA,NA,NA
"1295","descartar",3,NA,NA,NA
"1296","destinado",3,NA,NA,NA
"1297","destinados",3,NA,NA,NA
"1298","diagnóstica",3,NA,NA,NA
"1299","diariamente",3,NA,NA,NA
"1300","díaz",3,NA,NA,NA
"1301","dictó",3,NA,NA,NA
"1302","diez",3,NA,NA,NA
"1303","difundido",3,NA,NA,NA
"1304","dios",3,2,2,1.6
"1305","director",3,2,2.4,2.8
"1306","diseminación",3,NA,NA,NA
"1307","disponible",3,2.6,2.2,2.6
"1308","dispositivo",3,NA,NA,NA
"1309","dispuesto",3,NA,NA,NA
"1310","distribuidos",3,NA,NA,NA
"1311","distribuirán",3,NA,NA,NA
"1312","docentes",3,NA,NA,NA
"1313","donación",3,NA,NA,NA
"1314","donald",3,NA,NA,NA
"1315","droga",3,1.2,2.8,3
"1316","duro",3,1.8,2.6,2.8
"1317","económicos",3,NA,NA,NA
"1318","ecuador",3,NA,NA,NA
"1319","efectivamente",3,NA,NA,NA
"1320","elevando",3,NA,NA,NA
"1321","emergente",3,NA,NA,NA
"1322","empleados",3,NA,NA,NA
"1323","empresarios",3,NA,NA,NA
"1324","encuentro",3,3,2.8,3
"1325","ende",3,NA,NA,NA
"1326","enfermería",3,NA,NA,NA
"1327","enpuntos",3,NA,NA,NA
"1328","entidades",3,NA,NA,NA
"1329","enviar",3,2,3,2.2
"1330","errores",3,NA,NA,NA
"1331","esencial",3,2.2,1.8,1.6
"1332","español",3,2.3333,2,2.3333
"1333","esperanza",3,2.8,1.8,2.6
"1334","esposa",3,NA,NA,NA
"1335","estableció",3,NA,NA,NA
"1336","estadística",3,NA,NA,NA
"1337","estadísticas",3,NA,NA,NA
"1338","esteban",3,NA,NA,NA
"1339","evaluado",3,NA,NA,NA
"1340","expedientes",3,NA,NA,NA
"1341","expertos",3,NA,NA,NA
"1342","facultades",3,NA,NA,NA
"1343","familia",3,3,2.4,2.8
"1344","fase",3,2,1.4,1.6
"1345","fatal",3,NA,NA,NA
"1346","fatales",3,NA,NA,NA
"1347","favela",3,NA,NA,NA
"1348","favelas",3,NA,NA,NA
"1349","feen",3,NA,NA,NA
"1350","financiamiento",3,NA,NA,NA
"1351","firma",3,2.4,2.8,3
"1352","física",3,NA,NA,NA
"1353","formalizaciones",3,NA,NA,NA
"1354","formalizó",3,NA,NA,NA
"1355","formas",3,NA,NA,NA
"1356","francés",3,NA,NA,NA
"1357","frío",3,1.5,2.1,2.8
"1358","funcionaria",3,NA,NA,NA
"1359","fundamental",3,2.6,2.2,2.2
"1360","fundamentalmente",3,NA,NA,NA
"1361","gabriel",3,NA,NA,NA
"1362","generales",3,NA,NA,NA
"1363","generó",3,NA,NA,NA
"1364","golpe",3,1.2,2.4,3
"1365","gota",3,2.6,1.6,3
"1366","habituales",3,NA,NA,NA
"1367","hablar",3,2.2,3,3
"1368","hacían",3,NA,NA,NA
"1369","harán",3,NA,NA,NA
"1370","hayunidades",3,NA,NA,NA
"1371","hemodinámica",3,NA,NA,NA
"1372","hemodinámicamente",3,NA,NA,NA
"1373","hermano",3,2.6,2.2,2.8
"1374","hermanos",3,NA,NA,NA
"1375","hicieron",3,NA,NA,NA
"1376","hijos",3,NA,NA,NA
"1377","hmr",3,NA,NA,NA
"1378","humanos",3,NA,NA,NA
"1379","impactos",3,NA,NA,NA
"1380","incorporar",3,2.8,2.8,2.2
"1381","incorporarán",3,NA,NA,NA
"1382","incumplimiento",3,NA,NA,NA
"1383","incumplir",3,NA,NA,NA
"1384","independientemente",3,NA,NA,NA
"1385","independientes",3,NA,NA,NA
"1386","indicaron",3,NA,NA,NA
"1387","inestabilidad",3,NA,NA,NA
"1388","infiltradosen",3,NA,NA,NA
"1389","infobae",3,NA,NA,NA
"1390","ingresó",3,NA,NA,NA
"1391","iniciando",3,NA,NA,NA
"1392","inmediata",3,NA,NA,NA
"1393","inmediato",3,2,2.8,2.2
"1394","instalarán",3,NA,NA,NA
"1395","instituciones",3,NA,NA,NA
"1396","intensivas",3,NA,NA,NA
"1397","intento",3,2.4,2.8,1.8
"1398","interceptado",3,NA,NA,NA
"1399","interior",3,2.3,1.9,2.4
"1400","intermedias",3,NA,NA,NA
"1401","internacional",3,2.3,1.9,2.4
"1402","inversión",3,2.2,2.8,2.6
"1403","italianos",3,NA,NA,NA
"1404","johnson",3,NA,NA,NA
"1405","jueces",3,NA,NA,NA
"1406","kirchner",3,NA,NA,NA
"1407","lareforma",3,NA,NA,NA
"1408","lavarse",3,NA,NA,NA
"1409","lesiones",3,NA,NA,NA
"1410","levantar",3,1.8,2.6,2.4
"1411","leves",3,NA,NA,NA
"1412","libertad",3,3,2.8,2.6
"1413","lindero",3,NA,NA,NA
"1414","litro",3,NA,NA,NA
"1415","llama",3,2.4,2.4,3
"1416","llamaron",3,NA,NA,NA
"1417","llamó",3,NA,NA,NA
"1418","llegue",3,NA,NA,NA
"1419","lleva",3,NA,NA,NA
"1420","llevando",3,NA,NA,NA
"1421","loscasoscorresponden",3,NA,NA,NA
"1422","losdías",3,NA,NA,NA
"1423","losen",3,NA,NA,NA
"1424","losrespiradores",3,NA,NA,NA
"1425","luján",3,NA,NA,NA
"1426","macachín",3,NA,NA,NA
"1427","maduro",3,NA,NA,NA
"1428","mal",3,NA,NA,NA
"1429","manejo",3,NA,NA,NA
"1430","mantendrá",3,NA,NA,NA
"1431","máquinas",3,NA,NA,NA
"1432","margarita",3,NA,NA,NA
"1433","massa",3,NA,NA,NA
"1434","materia",3,2,1.8,2
"1435","mediano",3,NA,NA,NA
"1436","menonita",3,NA,NA,NA
"1437","menor",3,2,2,2.6
"1438","método",3,2.2857,2.2857,2
"1439","metro",3,2.1667,2,3
"1440","metropolitana",3,NA,NA,NA
"1441","micros",3,NA,NA,NA
"1442","molestias",3,NA,NA,NA
"1443","momentos",3,NA,NA,NA
"1444","monitoreado",3,NA,NA,NA
"1445","morigerar",3,NA,NA,NA
"1446","moroni",3,NA,NA,NA
"1447","mostrando",3,NA,NA,NA
"1448","mostró",3,NA,NA,NA
"1449","movilizaciones",3,NA,NA,NA
"1450","movimiento",3,2.6,2.6,2.8
"1451","mujeres",3,NA,NA,NA
"1452","multiplican",3,NA,NA,NA
"1453","municipal",3,2,2,2.6
"1454","murió",3,NA,NA,NA
"1455","música",3,3,2.6,2.2
"1456","nadie",3,NA,NA,NA
"1457","naturales",3,NA,NA,NA
"1458","negativo",3,NA,NA,NA
"1459","negocios",3,NA,NA,NA
"1460","neumoníacualquiera",3,NA,NA,NA
"1461","ninguna",3,NA,NA,NA
"1462","nombre",3,2.1667,1.5,2.1667
"1463","normal",3,1.8,1.6,2
"1464","noticias",3,NA,NA,NA
"1465","notificados",3,NA,NA,NA
"1466","novia",3,NA,NA,NA
"1467","nuca",3,NA,NA,NA
"1468","núcleos",3,NA,NA,NA
"1469","ocasionada",3,NA,NA,NA
"1470","oficina",3,2.2,2,3
"1471","operan",3,NA,NA,NA
"1472","optimizaron",3,NA,NA,NA
"1473","ordas",3,NA,NA,NA
"1474","ordenamos",3,NA,NA,NA
"1475","organizaciones",3,NA,NA,NA
"1476","oriundo",3,NA,NA,NA
"1477","otrosmil",3,NA,NA,NA
"1478","oxígeno",3,NA,NA,NA
"1479","paralización",3,NA,NA,NA
"1480","parámetros",3,NA,NA,NA
"1481","partido",3,2.2,2.8,2.8
"1482","pasa",3,NA,NA,NA
"1483","pasando",3,NA,NA,NA
"1484","pcr",3,NA,NA,NA
"1485","permitir",3,2.8,3,2.4
"1486","pese",3,NA,NA,NA
"1487","piquense",3,NA,NA,NA
"1488","planificó",3,NA,NA,NA
"1489","plataformas",3,NA,NA,NA
"1490","pobladores",3,NA,NA,NA
"1491","podamos",3,NA,NA,NA
"1492","políticas",3,NA,NA,NA
"1493","poner",3,2.4,3,3
"1494","portal",3,NA,NA,NA
"1495","posibilidades",3,NA,NA,NA
"1496","posibilitarán",3,NA,NA,NA
"1497","potencial",3,NA,NA,NA
"1498","precisaron",3,NA,NA,NA
"1499","precisiones",3,NA,NA,NA
"1500","predio",3,NA,NA,NA
"1501","premier",3,NA,NA,NA
"1502","preocupa",3,NA,NA,NA
"1503","presentaba",3,NA,NA,NA
"1504","presentado",3,NA,NA,NA
"1505","presentaron",3,NA,NA,NA
"1506","presidencial",3,2,1.6,2.6
"1507","prevén",3,NA,NA,NA
"1508","previsiones",3,NA,NA,NA
"1509","previstas",3,NA,NA,NA
"1510","primeras",3,NA,NA,NA
"1511","primeros",3,NA,NA,NA
