"","palabra","freq","magrado","mactivacion","mimag"
"206","bolsonaro",14,NA,NA,NA
"207","cada",14,NA,NA,NA
"208","capacidad",14,2.4,2.4,2.6
"209","cifra",14,NA,NA,NA
"210","cinco",14,NA,NA,NA
"211","compra",14,2.4,3,3
"212","consumo",14,1.6,2.8,2.4
"213","dar",14,2.8,3,3
"214","datos",14,NA,NA,NA
"215","emergencia",14,NA,NA,NA
"216","equipo",14,2.8,2.4,2.8
"217","estricto",14,NA,NA,NA
"218","evitar",14,1.8,3,2.4
"219","gran",14,2.4,2.2,2.6
"220","importante",14,2.3333,2.3333,2.3333
"221","indica",14,NA,NA,NA
"222","ingreso",14,2.2,2.6,2.2
"223","nivel",14,2.2,2.2,2.4
"224","penal",14,NA,NA,NA
"225","prensa",14,2.2,2.6,2.4
"226","río",14,2.6,2.4,2.8
"227","sábado",14,NA,NA,NA
"228","sanitaria",14,NA,NA,NA
"229","sergio",14,NA,NA,NA
"230","varios",14,NA,NA,NA
"231","viral",14,NA,NA,NA
"232","ziliotto",14,NA,NA,NA
"233","acuerdo",13,2.4,3,2.6
"234","anunció",13,NA,NA,NA
"235","argentino",13,NA,NA,NA
"236","aunque",13,NA,NA,NA
"237","causas",13,NA,NA,NA
"238","compatibles",13,NA,NA,NA
"239","conferencia",13,2.3333,2.8333,2.8333
"240","conocer",13,2.8,2.8,2.4
"241","curva",13,NA,NA,NA
"242","decisión",13,2.4,2.8,2.2
"243","dio",13,NA,NA,NA
"244","edificio",13,2,1.2,3
"245","establecido",13,NA,NA,NA
"246","generalpico",13,NA,NA,NA
"247","gobernadores",13,NA,NA,NA
"248","informaron",13,NA,NA,NA
"249","molas",13,NA,NA,NA
"250","oms",13,NA,NA,NA
"251","posibilidad",13,2.4,2.2,2
"252","tarde",13,2.5,2.5,2.8333
"253","télam",13,NA,NA,NA
"254","afirmó",12,NA,NA,NA
"255","allá",12,2,2.2,2.6
"256","brindar",12,3,3,3
"257","confirmado",12,NA,NA,NA
"258","contactos",12,NA,NA,NA
"259","cumplimiento",12,NA,NA,NA
"260","dentro",12,NA,NA,NA
"261","elementos",12,NA,NA,NA
"262","embargo",12,NA,NA,NA
"263","epidemiología",12,NA,NA,NA
"264","explicó",12,NA,NA,NA
"265","frente",12,2,1.9,2.1
"266","general",12,2.2,1.8,1.9
"267","importados",12,NA,NA,NA
"268","insumos",12,NA,NA,NA
"269","justicia",12,2.8333,2.5,2.6667
"270","lasde",12,NA,NA,NA
"271","llegada",12,2.6,2.6,2.6
"272","médico",12,2.3,2.4,3
"273","muertes",12,NA,NA,NA
"274","oficiales",12,NA,NA,NA
"275","prisión",12,1.2,1.8,2
"276","público",12,2.3,2.3,2.9
"277","recomendaciones",12,NA,NA,NA
"278","redes",12,NA,NA,NA
"279","reiteró",12,NA,NA,NA
"280","señaló",12,NA,NA,NA
"281","sociedad",12,2.6,2.6,2.8
"282","unidad",12,2.4,2.2,2.4
"283","viajado",12,NA,NA,NA
"284","zona",12,2,1.8,1.6
"285","asistencia",11,2.6,2.6,2.6
"286","aún",11,NA,NA,NA
"287","cartera",11,NA,NA,NA
"288","casas",11,NA,NA,NA
"289","clínico",11,NA,NA,NA
"290","córdoba",11,NA,NA,NA
"291","debe",11,1.8,2,1.4
"292","demil",11,NA,NA,NA
"293","dificultad",11,1.6,2.4,2.4
"294","dirección",11,2.1667,2.8333,2.5
"295","economía",11,2,2.8,2
"296","ejemplo",11,2.2,2.6,2
"297","estudio",11,2.5,2.5,2.5
"298","garcía",11,NA,NA,NA
"299","hombres",11,NA,NA,NA
"300","incluso",11,NA,NA,NA
"301","internación",11,NA,NA,NA
"302","llegaron",11,NA,NA,NA
"303","localidad",11,2,2,2
"304","manos",11,NA,NA,NA
"305","mantiene",11,NA,NA,NA
"306","marco",11,2.1667,1.5,3
"307","máximo",11,2.3333,2.3333,2.5
"308","organización",11,2,2.4,2.6
"309","penales",11,NA,NA,NA
"310","presencia",11,2.2,2.6,2.4
"311","prevención",11,NA,NA,NA
"312","provincias",11,NA,NA,NA
"313","próximos",11,NA,NA,NA
"314","pudo",11,NA,NA,NA
"315","realizó",11,NA,NA,NA
"316","recibir",11,2.6667,2.1667,2.6667
"317","respuesta",11,2.1667,2.8333,1.8333
"318","rodríguez",11,NA,NA,NA
"319","sectores",11,NA,NA,NA
"320","segunda",11,NA,NA,NA
"321","semanas",11,NA,NA,NA
"322","superficies",11,NA,NA,NA
"323","sur",11,2.8333,1.8333,2.8333
"324","tos",11,NA,NA,NA
"325","tratamiento",11,1.6667,2.6667,2.6667
"326","últimas",11,NA,NA,NA
"327","último",11,1.6,1.8,2.2
"328","ver",11,2.4,2.6,2.8
"329","violar",11,NA,NA,NA
"330","york",11,NA,NA,NA
"331","agua",10,2.6,2,3
"332","alta",10,NA,NA,NA
"333","año",10,2,1.8,3
"334","aplicación",10,2.1667,2.3333,2.1667
"335","argentinos",10,NA,NA,NA
"336","aseguró",10,NA,NA,NA
"337","audios",10,NA,NA,NA
"338","ayuda",10,2.6,3,2.6
"339","bajo",10,2,2,2.9
"340","calle",10,2,1.6,2.8
"341","comenzó",10,NA,NA,NA
"342","control",10,1.8,2,2.6
"343","debido",10,NA,NA,NA
"344","decidió",10,NA,NA,NA
"345","decir",10,2.2,2.8,3
"346","destacó",10,NA,NA,NA
"347","determinar",10,2.2,2.8,1.6
"348","disponibles",10,NA,NA,NA
"349","dispuso",10,NA,NA,NA
"350","dnu",10,NA,NA,NA
"351","domicilio",10,NA,NA,NA
"352","empresa",10,2,2.4,2.6
"353","funcionamiento",10,2.8,3,2.6
"354","ginés",10,NA,NA,NA
"355","hecho",10,2.1667,2.1667,1.6667
"356","hisopado",10,NA,NA,NA
"357","infectadas",10,NA,NA,NA
"358","jefe",10,1.6,2.6,3
"359","mismo",10,2.1,2.1,1.8
"360","muertos",10,NA,NA,NA
"361","mujer",10,2.6,2.6,3
"362","necesidad",10,2,2.4,2.4
"363","objetivo",10,2.4,2.4,2.7
"364","oficial",10,2,2.2,2
"365","oportuna",10,NA,NA,NA
"366","prevenir",10,NA,NA,NA
"367","respiratorios",10,NA,NA,NA
"368","sala",10,2.2,1.6,3
"369","seguir",10,2.4,2.6,2.8
"370","sino",10,NA,NA,NA
"371","territorio",10,2.1667,1.6667,2.8333
"372","trabajadores",10,NA,NA,NA
"373","tras",10,NA,NA,NA
"374","viernes",10,NA,NA,NA
"375","aeropuerto",9,2.2,2,3
"376","aire",9,2.6,2,2.2
"377","avance",9,3,3,3
"378","base",9,2,2,2.2
"379","capital",9,2.1,1.9,2.1
"380","china",9,NA,NA,NA
"381","común",9,2,2,2
"382","contagiados",9,NA,NA,NA
"383","correspondiente",9,2,1.8,1.8
"384","dedías",9,NA,NA,NA
"385","dehoras",9,NA,NA,NA
"386","depersonas",9,NA,NA,NA
"387","detalló",9,NA,NA,NA
"388","detecta",9,NA,NA,NA
"389","detenido",9,NA,NA,NA
"390","dieron",9,NA,NA,NA
"391","diferentes",9,NA,NA,NA
"392","entrega",9,NA,NA,NA
"393","epidemiológicos",9,NA,NA,NA
"394","espera",9,2,1.6,2.2
"395","estable",9,NA,NA,NA
"396","función",9,2,2,2.2
"397","funcionarios",9,NA,NA,NA
"398","gel",9,NA,NA,NA
"399","gonzález",9,2,2,2
"400","haciendo",9,NA,NA,NA
"401","laboratorio",9,1.8,2.8,3
"402","mantener",9,1.8,3,1.6
"403","médica",9,NA,NA,NA
"404","medida",9,2,2.1667,1.8333
"405","mes",9,2.2,2,2.2
"406","modelo",9,2.2,2,2.4
"407","muestra",9,2,1.8,2.6
"408","noche",9,2.6,2,3
"409","operativo",9,NA,NA,NA
"410","orden",9,2.1667,2.3333,2.5
"411","pago",9,2.2,2.2,2.8
"412","podría",9,NA,NA,NA
"413","policiales",9,NA,NA,NA
"414","posibles",9,NA,NA,NA
"415","pueden",9,NA,NA,NA
"416","resultados",9,NA,NA,NA
"417","siete",9,NA,NA,NA
"418","temprano",9,2.45,2.45,2.61665
"419","trabajando",9,NA,NA,NA
"420","viene",9,NA,NA,NA
"421","zonas",9,NA,NA,NA
"422","actualmente",8,NA,NA,NA
"423","acusado",8,NA,NA,NA
"424","afectados",8,NA,NA,NA
"425","agregó",8,NA,NA,NA
"426","antecedentes",8,NA,NA,NA
"427","atravesar",8,2.2,2.8,2.4
"428","campaña",8,2.2,2.6,2.2
"429","casi",8,NA,NA,NA
"430","causa",8,2.4,2.4,2.2
"431","clases",8,NA,NA,NA
"432","comunicó",8,NA,NA,NA
"433","confirmaron",8,NA,NA,NA
"434","conglomerados",8,NA,NA,NA
"435","conjunto",8,2.4,2.2,2.6
"436","consumos",8,NA,NA,NA
"437","conte",8,NA,NA,NA
"438","continúa",8,NA,NA,NA
"439","cuadro",8,2.2,1.2,3
"440","cumplir",8,2.8,2.8,2.2
"441","dijeron",8,NA,NA,NA
"442","dubai",8,NA,NA,NA
"443","edad",8,2,2,2
"444","epidemiológico",8,NA,NA,NA
"445","etiología",8,NA,NA,NA
"446","explique",8,NA,NA,NA
"447","falleció",8,NA,NA,NA
"448","gabinete",8,NA,NA,NA
"449","grave",8,1.6,2,1.8
"450","hizo",8,NA,NA,NA
"451","incremento",8,NA,NA,NA
"452","insumo",8,NA,NA,NA
"453","junto",8,2.5,2.2,2.5
"454","línea",8,2.2,2,3
"455","llegó",8,NA,NA,NA
"456","lucio",8,NA,NA,NA
"457","luis",8,NA,NA,NA
"458","madrugada",8,2.6,2,2.8
"459","mensuales",8,NA,NA,NA
"460","modular",8,NA,NA,NA
"461","muestras",8,NA,NA,NA
"462","necesidades",8,NA,NA,NA
"463","nuclear",8,1.6,2.6,2
"464","obra",8,2.2,2.4,2.4
"465","pablo",8,NA,NA,NA
"466","permite",8,NA,NA,NA
"467","positivos",8,NA,NA,NA
"468","preventiva",8,NA,NA,NA
"469","privado",8,NA,NA,NA
"470","producción",8,2.5,2.8333,2.5
"471","producto",8,2,1.8,2.6
"472","realizando",8,NA,NA,NA
"473","realizaron",8,NA,NA,NA
"474","recién",8,2.25,2.375,2.625
"475","riesgo",8,1.2,2.6,2.8
"476","saber",8,2.9,2.9,2.4
"477","salir",8,2.6,3,3
"478","sanitario",8,NA,NA,NA
"479","seguro",8,2.8,2.5,2.4
"480","trabajos",8,NA,NA,NA
"481","urgencia",8,NA,NA,NA
"482","utilizar",8,2.1667,2.6667,2.3333
"483","víctima",8,1.4,1.4,1.6
"484","acciones",7,NA,NA,NA
"485","actividades",7,NA,NA,NA
"486","afrontar",7,NA,NA,NA
"487","alerta",7,NA,NA,NA
"488","alisandroni",7,NA,NA,NA
"489","años",7,NA,NA,NA
"490","app",7,NA,NA,NA
"491","aquellos",7,NA,NA,NA
"492","autónoma",7,NA,NA,NA
"493","buen",7,NA,NA,NA
"494","cámara",7,2.6,2.8,3
"495","catriló",7,NA,NA,NA
"496","cerrar",7,1.6667,3,3
"497","comité",7,1.8,2,2.8
"498","comunicado",7,NA,NA,NA
"499","confirmación",7,NA,NA,NA
"500","cuales",7,NA,NA,NA
"501","cualesfallecieron",7,NA,NA,NA
"502","debería",7,NA,NA,NA
"503","detenidos",7,NA,NA,NA
"504","efectos",7,NA,NA,NA
"505","entonces",7,NA,NA,NA
"506","entrevista",7,1.8,2.6,2.6
"507","espacios",7,NA,NA,NA
"508","estrechos",7,NA,NA,NA
"509","estudios",7,NA,NA,NA
"510","extender",7,2,2.8,2
"511","fuero",7,NA,NA,NA
"512","funcionario",7,1.8,2.2,2.2
"513","hacia",7,NA,NA,NA
"514","haga",7,NA,NA,NA
"515","impacto",7,1.8,2.6,2.6
"516","ingresar",7,2.4,2.8,2.4
"517","integrada",7,NA,NA,NA
"518","joven",7,2.2,2.3,2.8
"519","lucha",7,1.6,3,2.8
"520","lugares",7,NA,NA,NA
"521","médicos",7,NA,NA,NA
"522","medios",7,NA,NA,NA
"523","memoria",7,2.2,2.4,2
"524","meses",7,NA,NA,NA
"525","micro",7,NA,NA,NA
"526","miércoles",7,NA,NA,NA
"527","neumonía",7,NA,NA,NA
"528","neuquén",7,NA,NA,NA
"529","ningún",7,NA,NA,NA
"530","obras",7,NA,NA,NA
"531","ocho",7,NA,NA,NA
"532","ocurrió",7,NA,NA,NA
"533","olivos",7,NA,NA,NA
"534","pareja",7,2.8,2.4,3
"535","pasado",7,2.4,1.8,2.8
"536","pasajeros",7,NA,NA,NA
"537","policial",7,NA,NA,NA
"538","presentó",7,NA,NA,NA
"539","prevé",7,NA,NA,NA
"540","programa",7,2,2.6,2.2
"541","puedan",7,NA,NA,NA
"542","puesta",7,NA,NA,NA
"543","queremos",7,NA,NA,NA
"544","raíz",7,2.2222,1.8889,2.5556
"545","rango",7,2,1.8,2.4
"546","realizado",7,NA,NA,NA
"547","registra",7,NA,NA,NA
"548","regresó",7,NA,NA,NA
"549","requerimiento",7,NA,NA,NA
"550","resultado",7,2.2,1.6,1.8
"551","santiago",7,NA,NA,NA
"552","sector",7,2,1.8,2.6
"553","servicio",7,2.6,2.4,1.6
"554","siempre",7,NA,NA,NA
"555","sitio",7,2.2,1.4,2.2
"556","sospechoso",7,NA,NA,NA
"557","tampoco",7,NA,NA,NA
"558","tan",7,2,1.8,1.4
"559","tierra",7,2.4,2,3
"560","tomar",7,2,2.6,2.8
"561","trump",7,NA,NA,NA
"562","twitter",7,NA,NA,NA
"563","utilización",7,NA,NA,NA
"564","varias",7,NA,NA,NA
"565","video",7,2.2,2.2,2.6
"566","vigencia",7,NA,NA,NA
"567","whatsapp",7,NA,NA,NA
"568","yen",7,NA,NA,NA
"569","abordaje",6,NA,NA,NA
"570","ade",6,NA,NA,NA
"571","admitió",6,NA,NA,NA
"572","adoptadas",6,NA,NA,NA
"573","alrededor",6,2.2,1.6,2.4
"574","atención",6,2.4,2.4,2.6
"575","atender",6,2.4,3,2.8
"576","avanzará",6,NA,NA,NA
"577","baja",6,NA,NA,NA
"578","buenosairesde",6,NA,NA,NA
"579","buenosairesen",6,NA,NA,NA
"580","capitanich",6,NA,NA,NA
"581","centros",6,NA,NA,NA
"582","cierre",6,NA,NA,NA
"583","civil",6,2,2.2,1.4
"584","coexisten",6,NA,NA,NA
"585","colectivo",6,2.4,2.4,2.8
"586","comercios",6,NA,NA,NA
"587","cómo",6,NA,NA,NA
"588","completamente",6,2.6,2.6,2.6
"589","concurso",6,2.4,2.8,2.4
"590","considera",6,NA,NA,NA
"591","consulta",6,NA,NA,NA
"592","contexto",6,2,1.6,2.2
"593","crecimiento",6,3,3,2
"594","cruz",6,1.6,2,3
"595","cuarto",6,2,1.4,2.8
"596","cumplan",6,NA,NA,NA
"597","decidieron",6,NA,NA,NA
"598","delitos",6,NA,NA,NA
"599","denuncias",6,NA,NA,NA
"600","departamento",6,2.2,1.8,2.8
"601","depende",6,NA,NA,NA
"602","descartó",6,NA,NA,NA
"603","descentralización",6,NA,NA,NA
"604","dolor",6,1,2.6,2.8
"605","domiciliario",6,NA,NA,NA
"606","dybala",6,NA,NA,NA
"607","económica",6,NA,NA,NA
"608","empezar",6,2.4,3,2
"609","encontraba",6,NA,NA,NA
"610","enfrentar",6,1.6,3,2.6
"611","ensayos",6,NA,NA,NA
"612","enviados",6,NA,NA,NA
"613","esenciales",6,NA,NA,NA
"614","esperar",6,1.2,1,2.8
"615","estatales",6,NA,NA,NA
"616","estimaciones",6,NA,NA,NA
"617","estrecho",6,2,1.7,2.7
"618","europea",6,NA,NA,NA
"619","evolución",6,2.8,2.8,2
"620","ezeiza",6,NA,NA,NA
"621","fallecidos",6,NA,NA,NA
"622","falsa",6,NA,NA,NA
"623","falta",6,1.8,2,2
"624","fiscal",6,NA,NA,NA
"625","frenar",6,NA,NA,NA
"626","fuego",6,2.8,3,3
"627","fuerzas",6,NA,NA,NA
"628","galia",6,NA,NA,NA
"629","gestión",6,1.8,2.2,2.6
"630","gravedad",6,NA,NA,NA
"631","grupo",6,2.6,2,2.8
"632","hogares",6,NA,NA,NA
"633","hospitalarios",6,NA,NA,NA
"634","incluye",6,NA,NA,NA
"635","infectado",6,NA,NA,NA
"636","instalar",6,2.2,2.8,2.2
"637","intendente",6,NA,NA,NA
"638","italiano",6,NA,NA,NA
"639","lado",6,2,1.6,2.4
"640","lavado",6,NA,NA,NA
"641","licitación",6,NA,NA,NA
"642","locales",6,NA,NA,NA
"643","lograr",6,3,3,2.6
"644","lugar",6,2,1.6,2
"645","manifestó",6,NA,NA,NA
"646","mar",6,2.8,2.6,3
"647","marcha",6,1.8333,2.3333,2.5
"648","material",6,2.1,1.8,2.55
"649","mediante",6,NA,NA,NA
"650","medicina",6,2.4,2.4,2.8
"651","mejor",6,2.73335,2.11665,2.18335
"652","ministerios",6,NA,NA,NA
"653","minuto",6,1.8,2.2,2
"654","misiones",6,NA,NA,NA
"655","mismos",6,NA,NA,NA
"656","mortalidad",6,NA,NA,NA
"657","norte",6,2.2,1.6,2.4
"658","nuevas",6,NA,NA,NA
"659","online",6,NA,NA,NA
"660","pampeana",6,NA,NA,NA
"661","papel",6,2.4,2.4,2.8
"662","pedido",6,NA,NA,NA
"663","pensando",6,NA,NA,NA
"664","plata",6,2.8,1.8,2.8
"665","plazo",6,1.6,2,2.4
"666","podrán",6,NA,NA,NA
"667","podrían",6,NA,NA,NA
"668","precio",6,1.8,2.2,2.8
"669","preparados",6,NA,NA,NA
"670","presentación",6,2.4,2.8,2.8
"671","propio",6,2.4,2,2.6
"672","protocolos",6,NA,NA,NA
"673","próximas",6,NA,NA,NA
"674","pueda",6,NA,NA,NA
"675","quedan",6,NA,NA,NA
"676","quedó",6,NA,NA,NA
"677","quiero",6,NA,NA,NA
"678","registrado",6,NA,NA,NA
"679","registró",6,NA,NA,NA
"680","repatriados",6,NA,NA,NA
"681","reporte",6,NA,NA,NA
"682","residencia",6,2.6,2,2.8
"683","ritmo",6,2.8,2.4,2.4
"684","sanitarios",6,NA,NA,NA
"685","sensibilizar",6,NA,NA,NA
"686","sextuplicará",6,NA,NA,NA
"687","siguientes",6,NA,NA,NA
"688","sufrieron",6,NA,NA,NA
"689","suspensión",6,NA,NA,NA
"690","tema",6,2,1.6,1.6
"691","test",6,NA,NA,NA
"692","toca",6,NA,NA,NA
"693","toma",6,2.2,2.8,2.2
"694","tomó",6,NA,NA,NA
"695","trabaja",6,NA,NA,NA
"696","traslado",6,NA,NA,NA
"697","última",6,NA,NA,NA
"698","últimashoras",6,NA,NA,NA
"699","últimos",6,NA,NA,NA
"700","único",6,2.4,2.2,2.6
"701","vecinos",6,NA,NA,NA
"702","verdad",6,2.8,2.2,1.8
"703","vía",6,2,1.6,2.2
"704","vigente",6,NA,NA,NA
"705","abeldaño",5,NA,NA,NA
"706","abierto",5,NA,NA,NA
"707","abrir",5,2.4,3,3
"708","aclaró",5,NA,NA,NA
"709","acondicionamiento",5,NA,NA,NA
"710","agencia",5,NA,NA,NA
"711","ajuste",5,NA,NA,NA
"712","ala",5,2.6,2.4,3
"713","alejandro",5,NA,NA,NA
"714","ambiente",5,2.7143,1.7143,2.4286
"715","amplió",5,NA,NA,NA
"716","añadió",5,NA,NA,NA
"717","anoche",5,2.6,1.8,2.6
"718","apoyo",5,3,3,2.6
"719","aunidades",5,NA,NA,NA
"720","autoridad",5,2.2,3,3
"721","avances",5,NA,NA,NA
"722","buena",5,NA,NA,NA
"723","cadena",5,1.2,2,3
"724","call",5,NA,NA,NA
"725","calles",5,NA,NA,NA
"726","capacitado",5,NA,NA,NA
"727","carga",5,1.8,1.8,1.8
"728","carlos",5,NA,NA,NA
"729","castex",5,NA,NA,NA
"730","center",5,NA,NA,NA
"731","cercano",5,2.4,2.2,2.6
"732","ciento",5,2,1.8,1.6
"733","cifras",5,NA,NA,NA
"734","código",5,2.4,2.4,2.8
"735","colaborar",5,2.8,3,3
"736","comercio",5,2,2.2,2.6
"737","comorbilidades",5,NA,NA,NA
"738","complejidad",5,NA,NA,NA
"739","consideran",5,NA,NA,NA
"740","considerar",5,2.3333,2.5,1.6667
"741","cuanto",5,2.1111,2,1.6667
"742","dea",5,NA,NA,NA
"743","deben",5,NA,NA,NA
"744","declaraciones",5,NA,NA,NA
"745","dejar",5,1.6,3,3
"746","descartados",5,NA,NA,NA
"747","diagnosticado",5,NA,NA,NA
"748","dice",5,NA,NA,NA
"749","diputados",5,NA,NA,NA
"750","disposición",5,2.6,2,1.8
"751","distancia",5,1.8,1.6,2.8
"752","distintos",5,NA,NA,NA
"753","económicas",5,NA,NA,NA
"754","efecto",5,2.4,2.8,1.6
"755","enfermedades",5,NA,NA,NA
"756","enfermos",5,NA,NA,NA
"757","entender",5,3,2.8,2.6
"758","establece",5,NA,NA,NA
"759","excepciones",5,NA,NA,NA
"760","existe",5,NA,NA,NA
"761","expansión",5,2,2.8,2.6
"762","expresó",5,NA,NA,NA
"763","federal",5,2.4,2,1.6
"764","final",5,2.34285,2.3143,2.5143
"765","finalmente",5,NA,NA,NA
"766","fuerza",5,2.4,2.4,2
"767","garganta",5,2.2,2,2.8
"768","ghezzi",5,NA,NA,NA
"769","guantes",5,NA,NA,NA
"770","gustavo",5,NA,NA,NA
"771","hacen",5,NA,NA,NA
"772","hacerlo",5,NA,NA,NA
"773","herramienta",5,2.4,2.6,2.8
"774","herramientas",5,NA,NA,NA
"775","historial",5,NA,NA,NA
"776","hogar",5,3,2,3
"777","identifica",5,NA,NA,NA
"778","impedir",5,1.2,3,2.6
"779","implementando",5,NA,NA,NA
"780","inclusive",5,NA,NA,NA
"781","índice",5,2.2,2.2,2.6
"782","influenza",5,NA,NA,NA
"783","informe",5,1.8,1.8,1.4
"784","iniciativa",5,2.8,2.8,2.8
"785","instancia",5,NA,NA,NA
"786","jabón",5,NA,NA,NA
"787","janeiro",5,NA,NA,NA
"788","jorge",5,NA,NA,NA
"789","jornada",5,2,2.4,2.4
"790","juan",5,NA,NA,NA
"791","judicial",5,1.2,1.6,2.6
"792","judiciales",5,NA,NA,NA
"793","llegará",5,NA,NA,NA
