"","palabra","freq","magrado","mactivacion","mimag"
"1452","suspendidas",1,NA,NA,NA
"1453","suspendido",1,NA,NA,NA
"1454","talleres",1,NA,NA,NA
"1455","tan",1,2,1.8,1.4
"1456","tareas",1,NA,NA,NA
"1457","técnicos",1,NA,NA,NA
"1458","télam",1,NA,NA,NA
"1459","telefónicas",1,NA,NA,NA
"1460","telefónico",1,NA,NA,NA
"1461","teléfono",1,2.125,2.125,2.75
"1462","teléfonosy",1,NA,NA,NA
"1463","temas",1,NA,NA,NA
"1464","temprano",1,2.45,2.45,2.61665
"1465","tendientes",1,NA,NA,NA
"1466","terapia",1,NA,NA,NA
"1467","tercero",1,NA,NA,NA
"1468","términos",1,NA,NA,NA
"1469","territorio",1,2.1667,1.6667,2.8333
"1470","tímidamente",1,NA,NA,NA
"1471","timo",1,NA,NA,NA
"1472","toca",1,NA,NA,NA
"1473","tocarte",1,NA,NA,NA
"1474","toma",1,2.2,2.8,2.2
"1475","tomadas",1,NA,NA,NA
"1476","tomamos",1,NA,NA,NA
"1477","tomaron",1,NA,NA,NA
"1478","tomen",1,NA,NA,NA
"1479","torneo",1,2.4,3,2.8
"1480","tose",1,NA,NA,NA
"1481","toser",1,NA,NA,NA
"1482","tosés",1,NA,NA,NA
"1483","totales",1,NA,NA,NA
"1484","totalidad",1,2.4,2,2
"1485","trabajadores",1,NA,NA,NA
"1486","tramitación",1,NA,NA,NA
"1487","tramitando",1,NA,NA,NA
"1488","transeúnte",1,NA,NA,NA
"1489","transformemos",1,NA,NA,NA
"1490","tránsito",1,NA,NA,NA
"1491","transitoria",1,NA,NA,NA
"1492","transitorios",1,NA,NA,NA
"1493","transmitimos",1,NA,NA,NA
"1494","transmitió",1,NA,NA,NA
"1495","trasladarse",1,NA,NA,NA
"1496","trasladó",1,NA,NA,NA
"1497","tratados",1,NA,NA,NA
"1498","tratamientos",1,NA,NA,NA
"1499","tratarse",1,NA,NA,NA
"1500","trazabilidad",1,NA,NA,NA
"1501","turística",1,NA,NA,NA
"1502","turno",1,1.6,1.6,2.2
"1503","twitter",1,NA,NA,NA
"1504","últimashoras",1,NA,NA,NA
"1505","últimosdías",1,NA,NA,NA
"1506","unaspero",1,NA,NA,NA
"1507","unaspersonas",1,NA,NA,NA
"1508","única",1,NA,NA,NA
"1509","únicamente",1,2,1.8,2
"1510","único",1,2.4,2.2,2.6
"1511","únicos",1,NA,NA,NA
"1512","unificados",1,NA,NA,NA
"1513","unificar",1,NA,NA,NA
"1514","unite",1,NA,NA,NA
"1515","universitarios",1,NA,NA,NA
"1516","unosdías",1,NA,NA,NA
"1517","unosy",1,NA,NA,NA
"1518","urgente",1,NA,NA,NA
"1519","uruguay",1,NA,NA,NA
"1520","usás",1,NA,NA,NA
"1521","utilización",1,NA,NA,NA
"1522","varía",1,NA,NA,NA
"1523","vecinos",1,NA,NA,NA
"1524","veintena",1,NA,NA,NA
"1525","vélez",1,NA,NA,NA
"1526","venir",1,2.4,3,3
"1527","ventilá",1,NA,NA,NA
"1528","vera",1,NA,NA,NA
"1529","verdad",1,2.8,2.2,1.8
"1530","verificación",1,NA,NA,NA
"1531","verse",1,NA,NA,NA
"1532","vicente",1,NA,NA,NA
"1533","victoria",1,3,2.6,3
"1534","victorica",1,NA,NA,NA
"1535","vida",1,2.8,2.2,2.4
"1536","videoconferencia",1,NA,NA,NA
"1537","viene",1,NA,NA,NA
"1538","viento",1,2.6,2.6,2.6
"1539","vigencia",1,NA,NA,NA
"1540","vigentes",1,NA,NA,NA
"1541","vigilancia",1,NA,NA,NA
"1542","vínculo",1,NA,NA,NA
"1543","violar",1,NA,NA,NA
"1544","viral",1,NA,NA,NA
"1545","viralizó",1,NA,NA,NA
"1546","visita",1,2.4,2.6,2.4
"1547","visitar",1,3,3,3
"1548","vital",1,2.8,2.6,2.2
"1549","voluntario",1,NA,NA,NA
"1550","volver",1,1.6,2.2,2.4
"1551","vuelos",1,NA,NA,NA
"1552","vuelvan",1,NA,NA,NA
"1553","vulnerable",1,NA,NA,NA
"1554","web",1,2.6,2.4,2.6
"1555","yde",1,NA,NA,NA
