"","minPosNot","maxPosNot","medPosNot","q1PosNot","q3PosNot","sdPosNot","cvPosNot","minNegNot","maxNegNot","medNegNot","q1NegNot","q3NegNot","sdNegNot","cvNegNot","minPolNot","maxPolNot","medPolNot","q1PolNot","q3PolNot","sdPolNot","cvPolNot","avgPolNot"
"1",0.2,148.5025,16.06665,9.2333,26.3711,18.1719372230172,0.0932547268732682,0,25.3667,2.7,1.06666666666667,4.9333,3.68675109493434,NA,0.416625,94.5,5.93812209669276,4.13132127808989,10.1700337698902,8.75075958049449,0.992742738906785,8.68725303345489
